ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
121331,20,20,20,20,20,20,20,20,20,20
121332,0,0,0,0,0,0,0,0,0,0
121333,15,15,15,15,15,15,15,15,15,15
121334,22,22,22,22,22,22,22,22,22,22
121335,0,0,0,0,0,0,0,0,0,0
121336,0,0,0,0,0,0,0,0,0,0
121338,1,1,1,1,1,1,1,1,1,1
121339,0,0,0,0,0,0,0,3,0,16
121340,0,0,0,0,0,0,0,0,0,0
121341,0,0,0,0,0,0,0,0,0,0
121342,0,0,0,0,0,0,0,0,0,0
121343,0,0,0,0,0,0,0,0,0,0
121344,16,16,16,16,16,16,16,16,16,16
121345,0,5,6,0,0,0,0,0,0,0
121346,0,0,0,0,0,0,0,0,0,0
121347,0,0,0,0,0,0,0,0,0,0
121348,9,9,9,9,9,9,9,9,9,9
121349,0,0,0,0,0,0,0,0,0,0
121350,0,0,0,0,0,0,0,0,0,0
121351,0,0,0,27,0,0,0,0,0,0
121352,0,0,0,0,0,0,0,0,0,0
121353,0,0,0,0,0,0,0,0,0,0
121354,9,9,9,9,9,9,9,9,9,9
121355,29,29,29,29,29,29,29,29,29,29
121356,0,0,0,0,0,0,0,0,0,0
121357,0,0,0,0,0,0,0,0,0,0
121358,20,20,20,20,20,20,20,20,20,20
121359,15,15,15,15,15,15,15,15,15,15
121360,11,17,18,13,13,0,0,0,34,6
121361,0,4,13,21,24,22,18,12,10,16
121362,23,23,23,23,23,23,23,23,23,23
121363,0,0,0,0,0,0,0,0,0,0
121364,0,0,0,0,0,0,0,0,0,0
121365,14,14,14,14,14,14,14,14,14,14
121366,0,13,14,0,0,0,0,17,0,33
121367,0,0,23,0,0,0,0,0,0,0
121368,0,0,0,0,0,0,0,0,0,0
121369,0,5,0,0,0,0,0,0,0,2
121370,0,0,0,0,0,0,0,0,0,0
121371,0,0,0,0,0,0,0,0,0,0
121372,0,0,0,0,0,0,5,0,0,0
121373,0,0,0,0,0,0,0,0,0,0
121374,0,0,0,0,0,0,0,0,0,0
121375,0,0,0,0,0,0,0,0,0,0
121376,30,30,30,30,30,30,30,30,30,30
121377,0,0,0,3,0,0,0,0,0,0
121378,0,0,0,0,0,0,0,0,0,0
121379,0,0,0,0,0,0,0,0,0,0
121380,23,23,23,23,23,23,23,23,23,23
121381,0,0,0,0,0,0,5,0,28,0
121382,0,0,0,0,0,0,0,0,0,0
121383,0,0,0,0,0,0,0,0,0,0
121384,0,0,0,0,0,0,0,0,0,0
121385,0,0,11,0,6,28,20,21,0,0
121386,14,0,0,0,0,0,0,0,0,0
121388,0,0,0,0,0,0,0,0,0,0
121389,10,10,10,10,10,10,10,10,10,10
121390,0,0,0,0,0,0,0,0,0,11
121391,0,20,17,14,46,28,29,0,21,0
121392,0,0,0,0,0,0,0,0,0,0
121393,0,0,0,0,0,0,0,0,0,0
121394,0,0,0,0,0,0,14,0,0,0
121395,0,0,0,15,0,0,0,11,20,0
121396,0,0,30,0,0,0,0,0,0,0
121397,18,18,18,18,18,18,18,18,18,18
121398,0,0,0,18,10,21,9,19,19,32
121399,18,18,18,18,18,18,18,18,18,18
121400,28,18,16,15,21,23,28,10,14,23
121401,0,0,0,0,0,0,0,0,0,0
121402,0,0,0,8,0,0,0,0,0,0
121403,19,19,19,19,19,19,19,19,19,19
121404,17,17,17,17,17,17,17,17,17,17
121405,0,0,0,0,0,0,0,0,0,0
121406,0,0,0,0,0,0,0,0,0,0
121407,18,18,18,18,18,18,18,18,18,18
121408,18,18,18,18,18,18,18,18,18,18
121409,15,15,15,15,15,15,15,15,15,15
121410,22,22,22,22,22,22,22,22,22,22
121411,0,0,0,0,0,17,0,0,0,0
121413,21,21,21,21,21,21,21,28,21,21
121414,0,0,0,0,0,0,0,0,0,0
121415,0,0,0,0,0,0,0,13,12,0
121416,0,0,0,0,0,0,0,0,0,0
121417,21,21,21,21,21,21,21,21,21,21
121418,13,8,22,19,18,11,14,25,20,17
121419,38,38,38,38,38,38,38,38,38,38
121420,5,5,5,5,5,5,5,5,5,5
121421,9,9,9,9,9,9,9,9,9,9
121422,21,21,21,21,21,21,21,21,21,21
121423,0,0,0,0,0,0,26,13,0,0
121424,39,39,39,39,39,39,39,39,39,39
121425,18,18,18,18,18,18,18,18,18,18
121426,0,0,0,0,0,0,0,0,0,0
121427,3,3,3,3,3,3,3,3,3,3
121428,27,27,27,27,27,27,27,27,27,27
121429,0,0,0,0,0,0,0,0,0,0
121430,37,37,37,37,37,37,37,37,37,37
121431,0,0,0,0,0,0,0,0,0,0
121432,0,14,0,18,4,13,0,9,0,0
121433,15,15,15,15,15,15,15,15,15,15
121434,24,24,24,24,24,24,24,24,24,24
121435,15,15,15,15,15,15,15,15,15,15
121436,0,0,0,0,0,0,0,0,0,0
121437,23,23,23,23,23,23,23,23,23,23
121438,20,20,20,20,20,20,20,20,20,20
121439,0,34,57,0,0,0,0,0,16,0
121440,18,18,18,18,18,18,18,18,18,18
121441,26,26,26,26,26,26,26,26,26,26
121442,0,0,0,0,0,0,0,0,0,0
121443,0,0,0,0,0,0,0,0,0,0
121444,0,0,0,0,0,0,0,0,0,0
121445,8,0,0,0,0,0,8,0,0,0
121446,0,0,0,0,0,0,0,0,0,0
121447,9,8,3,3,3,3,3,3,3,3
121448,19,19,19,19,19,19,19,19,19,19
121449,24,24,24,24,24,24,24,24,24,24
121450,23,23,23,23,23,23,23,23,23,23
121451,0,0,0,0,0,0,0,0,0,0
121452,0,0,0,0,0,0,0,0,0,0
121453,21,14,14,14,14,14,14,14,14,14
121454,0,0,0,0,0,0,0,13,0,0
121455,0,0,0,0,0,14,0,0,0,21
121456,4,26,0,0,0,0,0,0,0,0
121457,13,26,15,19,10,27,12,9,0,31
121458,0,0,0,0,18,0,0,0,0,0
121459,0,0,0,0,0,0,0,0,0,0
121460,0,0,0,0,0,0,0,0,0,0
121461,17,7,0,15,11,0,16,0,0,18
121462,0,0,0,23,0,0,0,0,0,0
121463,0,0,0,13,3,0,0,0,5,0
121464,8,8,8,8,8,8,8,8,8,8
121465,4,0,0,31,0,0,0,0,0,0
121467,28,0,0,0,14,0,0,0,0,0
121468,15,15,15,15,15,15,15,15,15,15
121470,23,23,23,23,23,23,23,23,23,23
121471,6,0,13,0,25,8,0,0,0,0
121472,15,15,15,15,15,15,15,15,15,15
121473,7,21,0,0,14,0,18,0,0,0
121474,0,0,0,0,0,0,0,0,0,0
121475,0,0,0,0,0,7,0,0,0,0
121476,0,0,0,0,0,0,0,0,15,0
121477,0,0,0,0,0,0,0,0,0,0
121478,24,23,23,23,24,23,23,23,23,23
121479,1,1,1,1,1,1,1,1,1,1
121480,0,0,0,0,0,0,0,13,0,0
121481,22,22,22,22,22,22,22,22,22,22
121482,0,0,0,0,0,0,0,0,0,0
121483,15,15,15,15,15,15,15,15,15,15
121484,14,14,14,14,14,14,14,14,14,14
121485,17,17,17,23,17,17,17,17,17,17
121486,0,0,0,0,0,0,0,0,0,0
121487,13,13,13,13,13,13,13,13,13,13
121488,18,18,18,18,18,18,18,18,18,18
121489,0,0,0,0,0,10,6,0,0,24
121491,0,0,0,0,0,0,0,9,0,0
121492,0,0,0,0,0,0,0,0,0,0
121493,12,12,12,12,12,12,12,12,12,12
121494,0,0,0,0,0,0,0,0,0,0
121496,24,8,8,8,8,8,8,8,8,8
121497,0,0,0,0,0,0,0,0,0,16
121498,12,12,12,12,12,12,12,12,12,12
121499,0,0,0,0,0,0,0,0,0,0
121500,0,0,2,0,0,0,0,0,0,0
121501,0,24,0,0,0,0,0,0,0,14
121502,0,0,0,0,0,0,0,0,0,0
121503,0,0,0,0,0,0,0,0,0,0
121504,0,0,0,0,0,0,0,0,0,0
121505,0,0,0,0,0,0,0,0,0,0
121506,0,0,0,0,0,0,0,0,0,0
121507,0,0,0,0,0,0,0,0,0,0
121508,0,0,0,8,21,0,0,0,0,0
121509,0,0,37,0,0,0,0,13,0,0
121510,26,26,26,26,26,26,26,26,26,26
121511,23,23,23,23,23,23,23,23,23,23
121512,17,17,17,17,17,17,17,17,17,17
121513,0,0,0,0,17,0,0,0,0,0
121514,0,0,0,0,0,0,0,0,0,0
121515,20,20,20,20,20,20,20,20,20,20
121517,0,0,0,0,0,0,0,0,0,0
121518,18,18,18,18,18,18,18,18,18,18
121519,0,0,0,0,18,0,18,0,32,0
121520,0,0,0,0,0,0,0,0,0,0
121521,16,0,21,0,15,22,17,34,0,37
121522,0,0,0,0,0,0,0,0,0,0
121523,0,0,0,0,0,0,0,0,0,0
121524,21,21,21,21,21,21,21,21,21,21
121527,27,0,13,24,9,2,3,0,17,15
121528,0,0,0,0,0,0,0,0,0,0
121529,5,5,5,5,5,5,5,5,5,5
121530,8,0,0,14,0,0,0,0,0,0
121531,0,0,0,0,0,0,0,0,0,0
121534,0,0,0,0,0,0,0,0,0,0
121535,30,30,30,30,30,30,30,30,30,30
121536,6,6,6,6,6,6,6,6,6,6
121537,0,0,8,37,10,1,18,0,0,0
121538,24,24,24,24,24,24,24,24,24,24
121539,26,26,26,26,26,26,26,26,26,26
121540,0,24,0,0,18,0,0,0,0,14
121541,15,15,15,15,15,15,15,15,15,15
121542,0,0,18,0,0,2,7,0,13,0
121543,0,0,0,0,21,0,0,0,0,0
121544,0,0,0,0,0,0,0,0,0,0
121545,0,0,0,0,0,0,0,0,0,0
121546,23,23,23,23,23,23,23,23,23,23
121548,12,12,12,12,12,12,12,12,12,12
121549,0,0,0,0,0,0,0,0,0,0
121550,0,0,0,0,0,0,0,0,0,0
121551,0,0,0,0,0,25,0,0,0,16
121552,14,14,14,14,14,14,14,14,14,14
121553,1,1,1,1,1,1,1,1,1,1
121554,0,0,6,0,0,22,11,0,10,0
121555,0,0,0,0,0,0,0,0,0,0
121556,0,0,0,0,0,0,0,0,0,0
121557,0,0,0,0,0,0,0,0,0,0
121558,0,0,0,0,0,0,0,0,0,0
121559,0,0,0,0,0,0,0,0,0,0
121560,0,0,0,0,0,0,0,0,0,0
121561,22,22,22,22,22,22,22,22,22,22
121562,9,37,9,0,14,7,0,0,0,17
121563,14,18,17,8,8,32,17,20,20,24
121564,0,0,0,0,0,0,0,7,0,0
121565,11,17,0,23,8,17,35,21,26,49
121566,0,0,0,0,0,0,0,0,9,0
121567,31,21,21,21,21,21,21,21,21,21
121568,0,0,0,0,0,0,0,0,0,0
121569,6,6,19,6,16,22,30,36,5,24
121570,0,0,0,13,0,0,0,0,0,0
121571,0,4,0,0,0,0,0,0,0,0
121573,24,24,24,24,24,24,24,24,24,24
121574,21,21,21,21,21,21,21,21,21,21
121575,13,1,1,1,4,1,1,39,6,12
121576,0,0,0,0,0,0,0,0,0,0
121577,29,29,29,29,29,29,29,29,29,29
121578,10,10,10,10,10,10,10,10,10,10
121579,9,20,5,16,0,0,25,0,26,22
121581,29,12,13,41,0,31,0,7,27,0
121582,12,0,11,0,0,0,0,14,0,0
121583,0,0,0,0,0,0,0,0,0,0
121584,3,3,3,3,3,3,3,3,3,3
121585,0,0,0,0,0,0,0,0,0,0
121586,0,0,12,0,27,0,0,0,0,0
121587,16,6,11,0,4,0,8,18,29,21
121588,0,0,0,0,0,0,0,0,0,0
121589,0,0,0,0,0,0,0,0,0,0
121590,0,0,0,0,0,0,0,0,0,0
121592,25,25,25,25,25,25,25,25,25,25
121593,0,0,0,0,0,0,0,0,0,0
121594,11,11,11,11,11,11,11,11,11,11
121595,0,0,0,0,0,0,22,0,0,0
121596,41,41,41,41,41,41,41,41,41,41
121597,0,0,0,0,0,0,0,0,0,0
121599,17,17,17,17,17,17,17,17,17,17
121600,20,20,20,20,20,20,20,20,20,20
121601,0,0,0,0,0,0,0,0,0,0
121602,20,8,0,0,0,0,4,0,0,0
121603,12,21,0,0,0,0,0,0,32,0
121604,0,0,0,0,0,0,0,0,0,0
121605,0,0,0,0,0,0,0,0,0,0
121606,0,0,0,0,0,0,0,0,0,0
121607,0,0,0,0,16,0,0,0,0,0
121608,0,0,0,0,0,0,0,0,0,0
121609,18,18,18,18,18,18,18,18,18,18
121610,11,11,11,11,11,11,11,11,11,11
121611,0,0,0,0,0,0,0,0,0,0
121612,0,0,0,0,0,0,0,0,0,0
121613,20,20,20,20,20,20,20,20,20,20
121614,0,0,0,0,0,0,0,0,0,0
121615,0,0,0,0,0,0,0,0,14,0
121616,0,0,0,0,0,0,0,0,0,0
121617,18,18,18,18,18,18,18,18,18,18
121618,21,21,21,21,21,21,21,21,21,21
121619,0,0,0,0,0,0,0,0,0,0
121622,0,0,0,0,0,0,0,0,0,0
121623,16,16,16,16,16,16,16,16,16,16
121624,0,0,0,0,0,0,0,0,0,0
121625,5,5,5,5,5,5,5,5,5,5
121626,13,13,13,13,13,13,13,13,13,13
121627,0,0,0,0,0,0,0,0,0,0
121628,0,0,0,0,0,0,0,0,0,0
121629,0,0,0,0,0,0,0,0,0,0
121630,14,6,1,0,0,0,7,0,0,0
121632,9,9,9,9,9,9,9,9,9,9
121633,0,0,0,0,0,0,0,12,0,0
121634,0,0,0,0,0,0,0,0,0,0
121635,0,0,0,0,0,0,0,0,0,0
121636,0,0,0,0,0,0,0,0,0,0
121637,0,0,0,0,0,0,0,0,0,0
121638,0,0,0,0,0,0,0,0,0,0
121639,0,0,0,0,0,0,0,0,0,0
121640,0,0,0,0,0,0,0,0,0,0
121641,21,21,21,21,21,21,21,21,21,21
121642,18,18,18,18,18,18,18,18,18,18
121643,0,0,19,0,0,0,14,0,0,0
121644,0,0,0,0,0,0,0,0,0,0
121645,19,14,0,10,12,25,0,0,5,0
121646,3,3,3,3,3,3,3,3,3,3
121647,0,0,0,0,0,0,0,0,0,0
121648,12,23,21,28,0,0,24,0,0,0
121649,0,0,0,0,0,0,0,0,0,0
121650,26,26,26,26,26,26,26,26,26,26
121651,0,0,0,0,0,0,0,0,0,0
121652,0,0,0,0,0,0,0,0,14,0
121653,33,33,33,33,33,33,33,33,33,33
121654,43,43,43,43,43,43,43,43,43,43
121655,0,0,0,0,0,4,0,0,0,0
121656,0,0,0,0,0,0,0,0,0,0
121657,24,24,24,24,24,24,24,24,24,24
121658,0,0,0,0,0,0,0,0,17,0
121659,0,0,0,0,0,0,0,0,0,0
121660,0,0,0,0,0,0,0,0,0,0
121661,0,0,0,0,0,0,0,0,0,0
121662,0,0,0,0,0,0,3,0,0,0
121663,0,0,0,0,0,0,0,0,0,0
121664,0,0,0,0,0,0,0,0,0,0
121665,0,0,0,0,0,0,14,0,0,0
121666,0,0,0,0,0,0,0,0,13,0
121667,12,0,22,0,0,0,0,12,0,0
121668,0,0,0,0,0,0,0,16,0,0
121669,0,0,0,0,0,0,0,0,0,0
121670,17,17,17,17,17,17,17,17,17,17
121671,0,0,20,0,0,0,0,0,0,6
121672,0,0,0,0,20,0,0,0,0,0
121673,0,0,0,0,0,0,0,0,14,0
121674,18,18,18,18,18,18,18,18,18,18
121675,0,0,0,0,0,0,0,0,0,0
121676,0,0,0,0,0,0,0,0,0,0
121677,9,9,9,9,9,9,9,9,9,9
121678,0,0,12,0,0,0,0,16,0,41
121679,17,17,17,17,17,17,17,17,17,17
121680,0,0,0,0,0,0,0,0,0,0
121681,0,0,0,0,0,0,0,0,0,0
121682,0,10,0,13,0,0,0,0,0,0
121683,12,12,12,12,12,12,12,12,12,12
121684,0,0,0,0,0,0,0,0,0,0
121685,13,13,13,13,13,13,13,13,13,13
121686,0,0,0,0,0,0,0,0,0,0
121687,0,0,0,0,0,0,0,0,0,0
121688,25,25,25,25,25,25,25,25,25,25
121689,0,0,0,0,0,0,0,0,0,0
121690,10,10,10,10,10,10,10,10,10,10
121691,0,0,0,0,0,0,0,0,0,0
121692,0,0,0,0,0,0,0,0,0,0
121693,0,0,0,0,0,0,0,0,0,0
121694,0,24,0,0,0,0,0,0,0,0
121695,0,0,0,0,0,0,0,0,0,0
121696,0,0,24,0,5,31,0,18,0,0
121697,0,0,0,0,0,0,0,0,0,0
121698,28,28,28,28,28,28,28,28,28,28
121699,17,17,17,17,17,17,17,17,17,17
121700,0,9,0,0,0,0,0,0,0,0
121701,10,10,10,10,10,10,10,10,10,10
121702,0,0,0,0,0,0,0,0,0,0
121703,0,0,27,0,25,0,0,0,0,0
121704,23,23,23,23,23,23,23,28,23,23
121705,28,28,28,28,28,28,28,28,28,28
121706,0,0,0,0,0,0,0,0,0,0
121707,0,0,0,0,0,0,0,0,0,0
121708,6,0,0,25,0,0,0,0,19,0
121709,17,0,0,0,0,0,0,0,0,0
121710,0,0,0,0,0,0,0,0,0,0
121711,0,0,0,0,0,0,0,0,0,0
121712,0,0,0,0,0,0,0,0,0,18
121713,29,29,29,29,29,29,29,29,29,29
121714,0,0,0,0,0,0,0,0,0,0
121715,0,0,0,0,0,0,0,0,0,0
121716,17,15,0,22,0,0,0,7,0,0
121717,0,0,0,0,0,0,0,0,0,0
121720,16,0,0,27,9,12,0,11,0,19
121721,0,0,0,0,0,0,0,0,0,0
121723,0,0,0,0,0,0,0,0,0,0
121724,0,0,0,8,0,0,0,17,0,0
121725,0,0,5,0,0,0,0,0,0,0
121726,18,12,12,32,12,12,27,12,12,12
121727,0,0,0,0,0,0,0,0,0,0
121728,0,0,0,0,0,0,0,0,0,0
121729,0,0,0,0,0,0,0,0,0,0
121730,5,5,5,5,5,5,5,5,5,5
121731,22,22,22,22,22,22,22,22,22,22
121732,0,0,0,0,7,13,0,0,0,9
121733,7,7,7,7,7,7,7,7,7,7
121734,22,22,22,22,22,22,22,22,22,22
121735,17,17,17,17,17,17,17,17,17,17
121736,9,17,18,21,16,15,22,9,24,11
121737,57,0,0,0,2,27,0,0,6,13
121739,0,0,19,15,0,0,0,11,0,0
121740,0,0,0,0,0,0,0,0,0,0
121741,0,0,0,0,0,0,0,0,0,0
121742,6,0,0,5,0,0,0,0,0,0
121743,0,0,0,0,0,0,0,0,0,0
121744,0,0,0,0,0,0,0,0,0,0
121745,18,22,22,18,26,8,44,12,23,28
121746,0,0,0,0,0,0,0,0,0,0
121747,8,6,6,6,6,6,6,6,6,6
121748,0,0,0,0,0,0,0,0,0,0
121749,0,0,0,0,0,0,0,0,0,0
121750,7,0,0,20,0,0,0,0,22,5
121751,0,0,0,0,0,0,0,0,0,0
121752,2,2,2,2,2,2,2,2,2,2
121753,1,1,1,1,1,1,1,1,1,1
121754,0,0,0,0,0,0,0,0,0,0
121755,0,0,0,0,0,0,0,0,0,0
121756,11,19,15,16,10,18,18,30,21,14
121757,22,22,22,22,22,22,22,22,22,22
121758,33,33,33,33,33,33,33,33,33,33
121759,12,12,12,12,12,12,12,12,12,12
121760,15,15,15,15,15,15,15,15,15,15
121761,0,0,0,0,0,0,0,0,0,0
121762,0,0,0,0,0,0,0,0,0,0
121763,8,8,8,8,8,8,8,8,8,8
121764,0,0,0,0,0,0,0,0,0,0
121765,0,0,0,0,0,0,0,0,0,0
121766,0,0,0,0,0,0,0,0,0,0
121767,16,16,16,16,16,16,16,16,16,16
121768,4,4,4,4,4,4,4,4,4,4
121769,2,2,2,2,2,2,2,2,2,2
121770,0,12,4,14,19,0,0,0,0,12
121771,0,0,0,0,0,0,0,0,0,0
121772,12,27,22,11,40,29,20,23,19,16
121774,0,0,0,0,0,0,0,0,0,0
121775,0,0,0,0,0,0,0,0,0,0
121776,0,0,0,0,0,0,0,0,0,0
121777,0,0,0,0,0,0,0,0,0,0
121778,23,23,23,23,23,23,23,23,23,23
121779,20,0,22,0,0,8,0,0,0,0
121781,17,0,0,0,0,0,0,0,0,0
121782,4,4,4,4,4,4,4,4,4,4
121783,16,12,12,12,14,12,12,15,26,12
121784,22,22,22,22,22,22,22,22,22,22
121786,28,0,0,0,0,22,0,0,0,0
121787,0,0,0,0,0,0,0,0,0,0
121788,12,9,3,3,15,16,3,3,4,3
121789,22,25,8,21,0,8,19,0,15,15
121790,14,14,14,14,14,14,14,14,14,14
121791,2,2,2,2,2,2,2,2,2,2
121792,0,10,0,16,23,17,0,0,13,25
121793,0,0,0,0,0,0,0,0,20,0
121794,4,8,18,24,11,23,26,12,24,8
121796,25,17,14,27,14,14,15,14,18,14
121797,0,0,0,0,0,0,0,0,10,0
121798,17,17,17,17,17,17,17,17,17,17
121800,0,0,0,0,0,17,25,14,0,0
121801,19,19,19,19,19,19,19,19,19,19
121802,0,0,23,0,12,0,0,0,0,0
121803,0,0,4,0,5,0,0,0,0,0
121804,0,0,0,0,15,0,0,0,0,0
121805,16,16,16,16,16,16,16,16,16,16
121806,0,0,0,0,0,0,0,0,0,0
121807,0,0,0,0,0,0,0,0,0,0
121808,0,0,0,0,0,0,0,0,0,0
121809,20,20,20,20,20,20,20,20,20,20
