STATE,ST_CASE,VEH_NO,PER_NO,MPR_ACT
4,40189,0,1,3
4,40190,0,1,3
4,40199,0,1,3
4,40204,0,1,5
4,40210,0,1,8
4,40210,0,2,8
4,40212,0,1,5
4,40214,0,1,5
4,40214,0,1,7
4,40214,0,2,5
4,40214,0,2,7
4,40229,0,1,3
4,40236,0,1,3
4,40239,0,1,14
4,40245,0,1,3
4,40246,0,1,3
4,40246,0,1,4
4,40249,0,1,6
4,40260,0,1,5
4,40265,0,1,3
4,40265,0,1,12
4,40267,0,1,5
4,40268,0,1,3
4,40269,0,1,5
4,40281,0,1,3
4,40295,0,1,3
4,40300,0,1,3
4,40320,0,1,3
4,40331,0,1,11
4,40334,0,1,3
4,40342,0,1,99
4,40344,0,1,3
4,40379,0,1,3
4,40379,0,1,4
4,40380,0,1,99
4,40381,0,1,3
4,40381,0,2,3
4,40383,0,1,7
4,40384,0,1,3
4,40389,0,1,99
4,40390,0,1,3
4,40395,0,1,3
4,40403,0,1,99
4,40405,0,1,99
4,40406,0,1,3
4,40409,0,1,3
4,40411,0,1,5
4,40414,0,1,8
4,40444,0,1,6
4,40454,0,1,3
4,40460,0,1,3
4,40463,0,1,3
4,40469,0,1,3
4,40471,0,1,3
4,40472,0,1,3
4,40472,0,2,3
4,40477,0,1,3
4,40484,0,1,9
4,40484,0,1,12
4,40487,0,1,8
4,40487,0,2,98
4,40493,0,1,3
4,40494,0,1,8
4,40496,0,1,3
4,40497,0,1,99
4,40500,0,1,5
4,40500,0,2,5
4,40503,0,1,4
4,40503,0,1,7
4,40504,0,1,12
4,40509,0,1,5
4,40512,0,1,3
4,40515,0,1,3
4,40516,0,1,3
4,40522,0,1,3
4,40527,0,1,3
4,40530,0,1,5
4,40533,0,1,3
4,40536,0,1,3
4,40545,0,1,3
4,40549,0,1,3
4,40554,0,1,5
4,40567,0,1,3
4,40570,0,1,3
4,40573,0,1,3
4,40583,0,1,5
4,40589,0,1,3
4,40595,0,1,11
4,40604,0,1,3
4,40605,0,1,3
4,40606,0,1,3
4,40613,0,1,99
4,40614,0,1,3
4,40617,0,1,5
4,40620,0,1,3
4,40622,0,1,3
4,40622,0,1,4
4,40623,0,1,8
4,40635,0,1,3
4,40639,0,1,3
4,40641,0,1,3
4,40642,0,1,3
4,40644,0,1,3
4,40646,0,1,5
4,40647,0,1,3
4,40656,0,1,8
4,40656,0,1,12
4,40657,0,1,3
4,40659,0,1,5
4,40665,0,1,8
4,40666,0,1,6
4,40668,0,1,3
4,40669,0,1,3
4,40671,0,1,5
4,40676,0,1,3
4,40678,0,1,3
4,40678,0,1,4
4,40680,0,1,99
4,40682,0,1,8
4,40683,0,1,3
4,40683,0,1,4
4,40694,0,1,99
4,40698,0,1,8
4,40699,0,1,14
4,40703,0,1,3
4,40704,0,1,3
4,40705,0,1,3
4,40707,0,1,3
4,40708,0,1,99
4,40712,0,1,3
4,40718,0,1,8
4,40722,0,1,1
4,40731,0,1,3
4,40733,0,1,99
4,40735,0,1,5
4,40738,0,1,3
4,40739,0,1,5
4,40745,0,1,3
4,40749,0,1,3
4,40751,0,1,3
4,40752,0,1,3
4,40753,0,1,99
4,40753,0,2,99
4,40754,0,1,3
4,40754,0,2,3
4,40755,0,1,3
4,40755,0,1,4
4,40761,0,1,3
4,40764,0,1,99
4,40766,0,1,3
4,40768,0,1,8
4,40769,0,1,99
5,50005,0,1,14
5,50032,0,1,99
5,50033,0,1,12
5,50033,0,2,12
5,50052,0,1,8
5,50053,0,1,6
5,50065,0,1,3
5,50074,0,1,98
5,50084,0,1,3
5,50113,0,1,3
5,50121,0,1,3
5,50133,0,1,12
5,50133,0,2,12
5,50136,0,1,3
5,50146,0,1,3
5,50147,0,1,14
5,50148,0,1,5
5,50157,0,1,14
5,50182,0,1,8
5,50185,0,1,9
5,50185,0,1,14
5,50191,0,1,8
5,50199,0,1,14
5,50201,0,1,3
5,50201,0,1,5
5,50201,0,1,8
5,50202,0,1,8
5,50202,0,1,5
5,50205,0,1,14
5,50228,0,1,99
5,50229,0,1,12
5,50229,0,1,9
5,50244,0,1,8
5,50244,0,1,12
5,50245,0,1,8
5,50245,0,1,14
5,50264,0,1,3
5,50264,0,1,8
5,50279,0,1,3
5,50289,0,1,14
5,50304,0,1,3
5,50309,0,1,3
5,50321,0,1,8
5,50326,0,1,8
5,50338,0,1,3
5,50339,0,1,5
5,50361,0,1,5
5,50369,0,1,8
5,50375,0,1,6
5,50380,0,1,14
5,50380,0,1,9
5,50380,0,1,12
5,50385,0,1,8
5,50385,0,1,12
5,50386,0,1,3
5,50389,0,1,8
5,50389,0,2,8
5,50404,0,1,3
5,50425,0,1,14
5,50443,0,1,5
5,50455,0,1,5
5,50463,0,1,3
5,50477,0,1,5
5,50501,0,1,8
5,50508,0,1,3
6,60003,0,1,3
6,60004,0,1,3
6,60005,0,1,6
6,60007,0,1,14
6,60009,0,1,6
6,60014,0,1,8
6,60023,0,1,3
6,60026,0,1,3
6,60032,0,1,98
6,60037,0,1,8
6,60039,0,1,11
6,60039,0,1,12
6,60041,0,1,3
6,60047,0,1,3
6,60048,0,1,8
6,60049,0,1,3
6,60052,0,1,3
6,60053,0,1,3
6,60055,0,1,3
6,60060,0,1,3
6,60064,0,1,3
6,60066,0,1,3
6,60068,0,1,3
6,60073,0,1,3
6,60075,0,1,3
6,60085,0,1,99
6,60088,0,1,3
6,60089,0,1,3
6,60090,0,1,8
6,60101,0,1,3
6,60104,0,1,3
6,60107,0,1,3
6,60108,0,1,3
6,60111,0,1,3
6,60114,0,1,8
6,60115,0,1,3
6,60119,0,1,3
6,60123,0,1,3
6,60126,0,1,3
6,60127,0,1,8
6,60131,0,1,8
6,60136,0,1,3
6,60144,0,1,14
6,60149,0,1,3
6,60167,0,1,3
6,60168,0,1,8
6,60172,0,1,3
6,60173,0,1,3
6,60174,0,1,6
6,60180,0,1,5
6,60180,0,1,9
6,60189,0,1,3
6,60192,0,1,3
6,60198,0,1,7
6,60201,0,1,3
6,60204,0,1,5
6,60206,0,1,3
6,60207,0,1,3
6,60211,0,1,3
6,60215,0,1,3
6,60215,0,2,3
6,60215,0,3,3
6,60215,0,4,3
6,60220,0,1,3
6,60222,0,1,6
6,60224,0,1,8
6,60227,0,1,5
6,60230,0,1,3
6,60233,0,1,3
6,60234,0,1,3
6,60236,0,1,3
6,60241,0,1,2
6,60253,0,1,3
6,60254,0,1,3
6,60257,0,1,3
6,60260,0,1,3
6,60261,0,1,99
6,60262,0,1,3
6,60264,0,1,3
6,60267,0,1,2
6,60268,0,1,8
6,60272,0,1,3
6,60274,0,1,5
6,60275,0,1,3
6,60279,0,1,9
6,60279,0,2,9
6,60279,0,2,12
6,60282,0,1,5
6,60282,0,1,9
6,60284,0,1,3
6,60286,0,1,3
6,60292,0,1,8
6,60292,0,2,8
6,60295,0,1,8
6,60295,0,1,12
6,60295,0,2,8
6,60295,0,2,12
6,60295,0,3,8
6,60295,0,3,12
6,60297,0,1,3
6,60297,0,2,3
6,60304,0,1,12
6,60308,0,1,5
6,60309,0,1,3
6,60312,0,1,3
6,60315,0,1,3
6,60321,0,1,3
6,60328,0,1,3
6,60330,0,1,14
6,60331,0,1,9
6,60341,0,1,3
6,60342,0,1,3
6,60344,0,1,3
6,60345,0,1,3
6,60352,0,1,3
6,60358,0,1,3
6,60359,0,1,5
6,60360,0,1,3
6,60362,0,1,3
6,60367,0,1,3
6,60372,0,1,8
6,60372,0,1,12
6,60374,0,1,14
6,60384,0,1,3
6,60388,0,1,3
6,60391,0,1,5
6,60393,0,1,3
6,60396,0,1,9
6,60400,0,1,3
6,60402,0,1,3
6,60402,0,2,3
6,60404,0,1,12
6,60405,0,1,3
6,60406,0,1,3
6,60407,0,1,3
6,60414,0,1,3
6,60416,0,1,3
6,60420,0,1,12
6,60421,0,1,5
6,60423,0,1,3
6,60425,0,1,12
6,60427,0,1,3
6,60432,0,1,3
6,60433,0,1,3
6,60434,0,1,3
6,60440,0,1,3
6,60441,0,1,3
6,60442,0,1,3
6,60443,0,1,3
6,60447,0,1,3
6,60452,0,1,3
6,60454,0,1,3
6,60455,0,1,3
6,60458,0,1,3
6,60459,0,1,14
6,60462,0,1,98
6,60470,0,1,99
6,60471,0,1,3
6,60480,0,1,3
6,60481,0,1,3
6,60482,0,1,3
6,60489,0,1,3
6,60490,0,1,3
6,60491,0,1,5
6,60495,0,1,8
6,60497,0,1,3
6,60502,0,1,3
6,60505,0,1,8
6,60506,0,1,5
6,60518,0,1,3
6,60519,0,1,3
6,60520,0,1,3
6,60521,0,1,8
6,60524,0,1,12
6,60528,0,1,8
6,60532,0,1,3
6,60532,0,2,3
6,60534,0,1,14
6,60547,0,1,8
6,60552,0,1,3
6,60553,0,1,8
6,60555,0,1,3
6,60557,0,1,3
6,60558,0,1,8
6,60562,0,1,3
6,60567,0,1,3
6,60568,0,1,6
6,60571,0,1,3
6,60574,0,1,3
6,60578,0,1,3
6,60579,0,1,3
6,60587,0,1,5
6,60588,0,1,5
6,60591,0,1,3
6,60596,0,1,12
6,60600,0,1,5
6,60600,0,2,5
6,60605,0,1,5
6,60612,0,1,9
6,60614,0,1,5
6,60625,0,1,3
6,60628,0,1,3
6,60629,0,1,3
6,60631,0,1,3
6,60632,0,1,3
6,60642,0,1,3
6,60643,0,1,3
6,60644,0,1,3
6,60646,0,1,9
6,60648,0,1,5
6,60649,0,1,3
6,60654,0,1,3
6,60659,0,1,3
6,60662,0,1,8
6,60666,0,1,3
6,60681,0,1,3
6,60682,0,1,3
6,60683,0,1,3
6,60690,0,1,7
6,60692,0,1,3
6,60693,0,1,3
6,60694,0,1,3
6,60697,0,1,7
6,60698,0,1,3
6,60708,0,1,3
6,60712,0,1,6
6,60713,0,1,3
6,60714,0,1,3
6,60714,0,1,12
6,60722,0,1,14
6,60724,0,1,3
6,60727,0,1,5
6,60736,0,1,3
6,60739,0,1,3
6,60741,0,1,3
6,60744,0,1,3
6,60745,0,1,15
6,60752,0,1,2
6,60755,0,1,8
6,60756,0,1,8
6,60760,0,1,3
6,60761,0,1,3
6,60762,0,1,8
6,60763,0,1,3
6,60763,0,2,3
6,60774,0,1,3
6,60776,0,1,3
6,60777,0,1,3
6,60779,0,1,3
6,60784,0,1,3
6,60784,0,1,6
6,60791,0,1,5
6,60792,0,1,9
6,60792,0,2,9
6,60793,0,1,3
6,60797,0,1,3
6,60801,0,1,3
6,60803,0,1,8
6,60804,0,1,3
6,60804,0,2,3
6,60804,0,3,3
6,60804,0,4,3
6,60804,0,5,3
6,60806,0,1,3
6,60810,0,1,3
6,60813,0,1,3
6,60824,0,1,3
6,60834,0,1,3
6,60839,0,1,3
6,60839,0,2,3
6,60845,0,1,5
6,60845,0,1,9
6,60846,0,1,3
6,60853,0,1,5
6,60862,0,1,3
6,60868,0,1,14
6,60868,0,2,14
6,60871,0,1,14
6,60873,0,1,3
6,60874,0,1,5
6,60880,0,1,14
6,60881,0,1,98
6,60888,0,1,3
6,60889,0,1,3
6,60891,0,1,12
6,60892,0,1,3
6,60896,0,1,3
6,60900,0,1,3
6,60906,0,1,3
6,60907,0,1,3
6,60908,0,1,5
6,60909,0,1,3
6,60913,0,1,3
6,60914,0,1,8
6,60917,0,1,9
6,60918,0,1,3
6,60921,0,1,3
6,60921,0,1,5
6,60922,0,1,3
6,60929,0,1,5
6,60935,0,1,3
6,60937,0,1,3
6,60938,0,1,8
6,60939,0,1,3
6,60939,0,1,4
6,60950,0,1,12
6,60951,0,1,8
6,60953,0,1,3
6,60958,0,1,3
6,60959,0,1,3
6,60960,0,1,8
6,60961,0,1,3
6,60962,0,1,6
6,60967,0,1,3
6,60970,0,1,8
6,60978,0,1,5
6,60981,0,1,3
6,60983,0,1,3
6,60986,0,1,3
6,60987,0,1,3
6,60988,0,1,3
6,60989,0,1,5
6,60991,0,1,5
6,60992,0,1,5
6,60997,0,1,5
6,60999,0,1,3
6,61000,0,1,3
6,61002,0,1,3
6,61003,0,1,5
6,61004,0,1,8
6,61007,0,1,3
6,61010,0,1,3
6,61012,0,1,3
6,61012,0,2,3
6,61014,0,1,3
6,61015,0,1,3
6,61016,0,1,3
6,61018,0,1,3
6,61020,0,1,3
6,61020,0,2,3
6,61021,0,1,3
6,61028,0,1,3
6,61029,0,1,3
6,61030,0,1,3
6,61031,0,1,3
6,61032,0,1,3
6,61034,0,1,7
6,61037,0,1,8
6,61037,0,1,11
6,61039,0,1,3
6,61043,0,1,3
6,61044,0,1,3
6,61045,0,1,3
6,61050,0,1,3
6,61051,0,1,3
6,61056,0,1,3
6,61057,0,1,3
6,61058,0,1,3
6,61060,0,1,5
6,61061,0,1,3
6,61062,0,1,8
6,61063,0,1,8
6,61064,0,1,4
6,61064,0,1,5
6,61065,0,1,3
6,61066,0,1,3
6,61067,0,1,3
6,61068,0,1,5
6,61069,0,1,8
6,61069,0,1,12
6,61070,0,1,3
6,61081,0,1,3
6,61082,0,1,3
6,61083,0,1,3
6,61084,0,1,5
6,61085,0,1,5
6,61086,0,1,3
6,61089,0,1,14
6,61092,0,1,8
6,61098,0,1,5
6,61104,0,1,3
6,61111,0,1,12
6,61112,0,1,5
6,61115,0,1,3
6,61118,0,1,5
6,61119,0,1,5
6,61119,0,2,5
6,61120,0,1,3
6,61122,0,1,7
6,61124,0,1,3
6,61126,0,1,8
6,61134,0,1,5
6,61135,0,1,3
6,61139,0,1,3
6,61140,0,1,8
6,61143,0,1,3
6,61147,0,1,3
6,61148,0,1,3
6,61152,0,1,3
6,61156,0,1,3
6,61162,0,1,3
6,61163,0,1,3
6,61171,0,1,98
6,61174,0,1,3
6,61175,0,1,3
6,61230,0,1,3
6,61234,0,1,8
6,61234,0,1,12
6,61234,0,2,8
6,61234,0,2,12
6,61235,0,1,3
6,61236,0,1,3
6,61239,0,1,3
6,61244,0,1,7
6,61244,0,2,7
6,61244,0,3,7
6,61246,0,1,3
6,61247,0,1,3
6,61250,0,1,5
6,61252,0,1,3
6,61253,0,1,4
6,61253,0,1,5
6,61256,0,1,5
6,61257,0,1,5
6,61267,0,1,3
6,61270,0,1,3
6,61275,0,1,3
6,61276,0,1,3
6,61280,0,1,8
6,61281,0,1,3
6,61303,0,1,14
6,61336,0,1,8
6,61337,0,1,8
6,61338,0,1,5
6,61339,0,1,3
6,61395,0,1,15
6,61395,0,2,15
6,61395,0,3,15
6,61397,0,1,5
6,61397,0,2,5
6,61397,0,3,5
6,61398,0,1,9
6,61401,0,1,3
6,61408,0,1,3
6,61422,0,1,3
6,61430,0,1,6
6,61431,0,1,99
6,61436,0,1,8
6,61438,0,1,6
6,61438,0,1,7
6,61441,0,1,3
6,61449,0,1,98
6,61450,0,1,3
6,61451,0,1,3
6,61453,0,1,3
6,61457,0,1,3
6,61460,0,1,14
6,61463,0,1,3
6,61464,0,1,3
6,61470,0,1,8
6,61473,0,1,5
6,61475,0,1,3
6,61484,0,1,3
6,61492,0,1,3
6,61493,0,1,3
6,61493,0,1,6
6,61497,0,1,99
6,61499,0,1,8
6,61503,0,1,14
6,61506,0,1,8
6,61506,0,2,8
6,61521,0,1,3
6,61523,0,1,5
6,61525,0,1,5
6,61527,0,1,6
6,61529,0,1,3
6,61530,0,1,12
6,61536,0,1,8
6,61536,0,1,12
6,61537,0,1,3
6,61541,0,1,5
6,61544,0,1,8
6,61547,0,1,3
6,61548,0,1,3
6,61552,0,1,8
6,61553,0,1,3
6,61554,0,1,3
6,61555,0,1,8
6,61570,0,1,8
6,61571,0,1,15
6,61572,0,1,3
6,61572,0,1,12
6,61573,0,1,3
6,61579,0,1,12
6,61580,0,1,8
6,61582,0,1,3
6,61583,0,1,3
6,61584,0,1,3
6,61585,0,1,3
6,61586,0,1,14
6,61592,0,1,3
6,61594,0,1,5
6,61603,0,1,14
6,61605,0,1,7
6,61606,0,1,3
6,61607,0,1,3
6,61609,0,1,14
6,61610,0,1,9
6,61610,0,1,12
6,61610,0,2,9
6,61610,0,2,12
6,61613,0,1,3
6,61614,0,1,3
6,61615,0,1,3
6,61616,0,1,5
6,61618,0,1,5
6,61621,0,1,3
6,61621,0,2,3
6,61623,0,1,3
6,61623,0,2,3
6,61624,0,1,3
6,61626,0,1,3
6,61631,0,1,3
6,61632,0,1,1
6,61633,0,1,3
6,61635,0,1,5
6,61636,0,1,3
6,61637,0,1,3
6,61640,0,1,3
6,61642,0,1,3
6,61643,0,1,3
6,61647,0,1,3
6,61648,0,1,3
6,61649,0,1,3
6,61651,0,1,7
6,61655,0,1,8
6,61655,0,1,12
6,61657,0,1,5
6,61661,0,1,14
6,61662,0,1,3
6,61663,0,1,3
6,61665,0,1,3
6,61666,0,1,3
6,61668,0,1,3
6,61669,0,1,3
6,61670,0,1,3
6,61685,0,1,3
6,61686,0,1,3
6,61687,0,1,3
6,61688,0,1,3
6,61692,0,1,3
6,61693,0,1,3
6,61695,0,1,3
6,61697,0,1,3
6,61700,0,1,3
6,61702,0,1,3
6,61703,0,1,3
6,61705,0,1,3
6,61707,0,1,3
6,61709,0,1,3
6,61715,0,1,8
6,61720,0,1,3
6,61729,0,1,5
6,61731,0,1,3
6,61733,0,1,3
6,61734,0,1,3
6,61736,0,1,5
6,61738,0,1,3
6,61744,0,1,3
6,61745,0,1,7
6,61753,0,1,3
6,61754,0,1,3
6,61756,0,1,3
6,61758,0,1,8
6,61759,0,1,8
6,61761,0,1,3
6,61764,0,1,3
6,61765,0,1,12
6,61770,0,1,3
6,61771,0,1,3
6,61772,0,1,12
6,61873,0,1,3
6,61876,0,1,6
6,61877,0,1,3
6,61882,0,1,3
6,61883,0,1,3
6,61886,0,1,3
6,61887,0,1,3
6,61888,0,1,3
6,61888,0,2,3
6,61894,0,1,5
6,61896,0,1,3
6,61898,0,1,3
6,61899,0,1,3
6,61904,0,1,3
6,61905,0,1,8
6,61910,0,1,3
6,61915,0,1,5
6,61918,0,1,1
6,61918,0,1,3
6,61918,0,2,1
6,61918,0,2,3
6,61919,0,1,3
6,61926,0,1,3
6,61927,0,1,3
6,61928,0,1,3
6,61929,0,1,3
6,61931,0,1,3
6,61932,0,1,3
6,61933,0,1,2
6,61933,0,1,9
6,61934,0,1,8
6,61935,0,1,3
6,61936,0,1,3
6,61937,0,1,3
6,61938,0,1,3
6,61939,0,1,3
6,61940,0,1,3
6,61941,0,1,3
6,61942,0,1,12
6,61943,0,1,3
6,61944,0,1,3
6,61945,0,1,3
6,61949,0,1,3
6,61956,0,1,9
6,61962,0,1,3
6,61965,0,1,3
6,61967,0,1,3
6,61968,0,1,12
6,61970,0,1,99
6,61971,0,1,3
6,61972,0,1,5
6,61973,0,1,3
6,61976,0,1,3
6,61977,0,1,3
6,61977,0,2,3
6,61981,0,1,3
6,61982,0,1,3
6,61985,0,1,3
6,61987,0,1,3
6,61988,0,1,3
6,61990,0,1,3
6,61991,0,1,3
6,61993,0,1,7
6,61994,0,1,3
6,61995,0,1,3
6,61997,0,1,3
6,61998,0,1,3
6,62002,0,1,5
6,62004,0,1,3
6,62004,0,2,3
6,62005,0,1,5
6,62006,0,1,3
6,62007,0,1,3
6,62009,0,1,3
6,62010,0,1,12
6,62011,0,1,3
6,62012,0,1,8
6,62015,0,1,8
6,62018,0,1,3
6,62019,0,1,3
6,62021,0,1,14
6,62028,0,1,9
6,62028,0,2,9
6,62029,0,1,3
6,62030,0,1,3
6,62031,0,1,3
6,62032,0,1,3
6,62033,0,1,3
6,62034,0,1,3
6,62034,0,1,12
6,62035,0,1,8
6,62036,0,1,3
6,62037,0,1,3
6,62038,0,1,3
6,62039,0,1,3
6,62040,0,1,6
6,62041,0,1,3
6,62042,0,1,3
6,62043,0,1,5
6,62044,0,1,3
6,62046,0,1,3
6,62047,0,1,3
6,62048,0,1,3
6,62052,0,1,3
6,62055,0,1,8
6,62058,0,1,5
6,62059,0,1,5
6,62060,0,1,3
6,62061,0,1,3
6,62062,0,1,3
6,62066,0,1,3
6,62066,0,2,3
6,62067,0,1,12
6,62068,0,1,3
6,62071,0,1,3
6,62071,0,2,3
6,62073,0,1,5
6,62074,0,1,3
6,62078,0,1,3
6,62079,0,1,7
6,62080,0,1,3
6,62082,0,1,7
6,62083,0,1,12
6,62083,0,2,12
6,62084,0,1,3
6,62085,0,1,3
6,62087,0,1,3
6,62088,0,1,3
6,62140,0,1,3
6,62141,0,1,6
6,62142,0,1,3
6,62143,0,1,14
6,62143,0,2,14
6,62143,0,3,14
6,62144,0,1,3
6,62147,0,1,3
6,62154,0,1,3
6,62157,0,1,3
6,62158,0,1,3
6,62160,0,1,3
6,62162,0,1,3
6,62164,0,1,8
6,62165,0,1,3
6,62166,0,1,3
6,62167,0,1,3
6,62169,0,1,8
6,62171,0,1,3
6,62172,0,1,3
6,62174,0,1,99
6,62176,0,1,8
6,62178,0,1,3
6,62181,0,1,3
6,62182,0,1,3
6,62183,0,1,3
6,62184,0,1,3
6,62185,0,1,8
6,62186,0,1,5
6,62187,0,1,99
6,62212,0,1,12
6,62240,0,1,99
6,62241,0,1,8
6,62241,0,2,8
6,62246,0,1,3
6,62249,0,1,8
6,62250,0,1,3
6,62256,0,1,3
6,62257,0,1,3
6,62258,0,1,3
6,62259,0,1,8
6,62270,0,1,3
6,62271,0,1,3
6,62276,0,1,3
6,62277,0,1,3
6,62278,0,1,3
6,62279,0,1,3
6,62280,0,1,3
6,62381,0,1,3
6,62382,0,1,3
6,62383,0,1,3
6,62385,0,1,8
6,62385,0,2,8
6,62389,0,1,3
6,62391,0,1,3
6,62392,0,1,3
6,62393,0,1,3
6,62396,0,1,3
6,62396,0,1,12
6,62398,0,1,3
6,62399,0,1,3
6,62400,0,1,3
6,62403,0,1,3
6,62406,0,1,3
6,62408,0,1,3
6,62412,0,1,3
6,62415,0,1,8
6,62417,0,1,8
6,62417,0,2,7
6,62419,0,1,3
6,62420,0,1,3
6,62421,0,1,8
6,62422,0,1,3
6,62425,0,1,3
6,62429,0,1,3
6,62432,0,1,3
6,62435,0,1,3
6,62436,0,1,3
6,62437,0,1,3
6,62443,0,1,3
6,62452,0,1,3
6,62454,0,1,8
6,62457,0,1,10
6,62457,0,1,12
6,62458,0,1,3
6,62459,0,1,3
6,62460,0,1,3
6,62463,0,1,3
6,62464,0,1,3
6,62470,0,1,3
6,62472,0,1,3
6,62473,0,1,3
6,62475,0,1,3
6,62475,0,1,4
6,62478,0,1,3
6,62482,0,1,3
6,62483,0,1,3
6,62484,0,1,3
6,62484,0,2,3
6,62486,0,1,7
6,62490,0,1,3
6,62493,0,1,3
6,62500,0,1,6
6,62504,0,1,12
6,62506,0,1,98
6,62508,0,1,3
6,62509,0,1,10
6,62513,0,1,98
6,62514,0,1,3
6,62516,0,1,3
6,62519,0,1,3
6,62522,0,1,15
6,62524,0,1,3
6,62524,0,2,3
6,62526,0,1,3
6,62527,0,1,5
6,62528,0,1,98
6,62529,0,1,6
6,62532,0,1,3
6,62535,0,1,3
6,62535,0,2,3
6,62540,0,1,3
6,62542,0,1,9
6,62542,0,2,9
6,62542,0,3,9
6,62544,0,1,3
6,62545,0,1,3
6,62546,0,1,3
6,62552,0,1,3
6,62554,0,1,99
6,62556,0,1,8
6,62557,0,1,6
6,62558,0,1,8
6,62561,0,1,3
6,62562,0,1,3
6,62564,0,1,3
6,62569,0,1,3
6,62571,0,1,5
6,62572,0,1,3
6,62573,0,1,3
6,62573,0,2,3
6,62578,0,1,3
6,62579,0,1,5
6,62584,0,1,5
6,62586,0,1,3
6,62590,0,1,98
6,62591,0,1,3
6,62593,0,1,6
6,62596,0,1,3
6,62597,0,1,15
6,62601,0,1,3
6,62605,0,1,9
6,62607,0,1,9
6,62609,0,1,3
6,62611,0,1,5
6,62612,0,1,3
6,62613,0,1,3
6,62614,0,1,98
6,62619,0,1,3
8,80007,0,1,8
8,80010,0,1,8
8,80012,0,1,5
8,80014,0,1,3
8,80018,0,1,11
8,80018,0,2,8
8,80023,0,1,99
8,80029,0,1,3
8,80033,0,1,14
8,80036,0,1,3
8,80038,0,1,3
8,80041,0,1,7
8,80045,0,1,8
8,80053,0,1,3
8,80060,0,1,3
8,80062,0,1,3
8,80063,0,1,5
8,80097,0,1,3
8,80102,0,1,3
