ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10001,18,18,18,18,18,18,18,18,18,18
10002,0,0,0,0,0,0,0,0,0,0
10003,18,18,18,18,18,18,18,18,18,18
10004,26,26,26,26,26,26,26,26,26,26
10005,0,0,0,0,0,0,0,0,0,0
10006,0,0,27,0,0,0,0,0,0,0
10007,21,20,0,24,0,23,0,27,19,0
10008,23,0,0,0,15,0,0,3,7,22
10009,0,0,0,0,0,0,19,17,0,0
10010,8,0,0,0,0,0,0,6,14,0
10011,0,0,0,0,0,0,0,0,0,0
10012,0,0,0,0,0,0,0,0,0,0
10013,23,23,23,23,23,23,23,23,23,23
10014,15,15,15,15,15,15,15,15,15,15
10015,0,0,0,0,0,0,0,0,0,0
10016,0,0,0,0,0,0,0,0,31,0
10017,0,0,0,0,0,0,0,0,0,0
10018,12,12,12,12,12,12,12,12,12,12
10019,0,0,0,0,0,0,0,0,0,0
10020,0,0,0,0,0,0,0,0,0,0
10021,0,0,0,0,4,0,0,0,0,0
10022,0,0,0,0,0,0,0,0,0,0
10023,16,17,16,16,27,22,13,8,23,0
10024,0,25,0,31,0,0,0,0,18,0
10025,21,21,21,21,21,21,21,21,21,21
10026,0,0,0,0,11,0,0,0,0,0
10027,0,0,0,0,0,0,0,0,0,0
10028,22,22,22,22,22,22,22,22,22,22
10029,0,0,0,0,0,0,0,0,0,0
10030,0,0,0,0,0,0,0,0,0,0
10031,0,22,0,0,0,0,0,0,0,0
10032,21,21,21,21,21,21,21,21,21,21
10033,10,10,10,10,10,10,10,10,10,10
10034,15,15,15,18,15,15,15,15,15,15
10035,0,0,0,0,0,0,0,0,0,0
10036,0,0,0,0,0,0,0,0,0,0
10037,0,0,0,0,0,0,0,0,0,0
10038,0,0,0,9,0,9,0,19,10,16
10039,15,15,15,15,15,15,15,15,15,15
10040,0,0,0,4,0,0,0,0,0,0
10041,12,12,12,12,12,12,12,12,12,12
10042,24,24,24,24,24,24,24,24,24,24
10043,0,0,0,0,0,0,0,0,0,0
10044,13,0,0,15,0,10,20,0,15,16
10045,0,0,0,0,0,0,0,0,0,0
10046,0,32,0,0,0,0,27,10,0,0
10047,27,27,27,27,27,27,27,27,27,27
10048,0,0,0,0,0,0,0,0,0,0
10049,18,0,15,6,17,0,20,11,22,0
10050,13,0,0,0,0,0,0,0,0,0
10051,0,0,0,0,0,0,0,0,0,0
10052,0,0,0,0,0,0,0,0,0,0
10053,15,0,11,0,0,15,0,0,0,0
10054,0,0,0,15,0,0,6,0,4,0
10055,32,32,32,32,32,32,32,32,32,32
10056,14,14,14,14,14,14,14,14,14,14
10057,6,0,0,0,0,0,0,0,0,0
10058,0,0,0,0,0,0,0,0,0,0
10059,8,8,8,8,8,8,8,8,31,8
10060,0,0,0,0,0,0,0,0,0,0
10061,17,17,17,17,17,17,17,17,17,17
10062,0,0,0,0,0,0,0,0,0,0
10063,32,16,10,11,13,15,14,19,20,13
10064,0,0,0,0,4,0,0,2,20,0
10065,0,0,0,0,0,0,0,0,0,0
10066,4,4,4,4,4,4,4,4,4,4
10067,0,0,0,0,16,0,0,0,0,0
10068,0,35,0,0,0,0,0,0,0,0
10069,21,21,21,21,21,21,21,21,21,21
10070,20,20,20,20,20,20,20,20,20,20
10071,0,0,0,0,0,0,0,0,0,0
10072,0,8,0,0,0,0,0,0,0,0
10073,0,0,17,0,42,0,24,0,12,0
10074,0,21,27,0,13,17,32,6,23,19
10075,21,35,21,21,21,21,21,21,21,21
10076,0,0,0,0,0,0,0,0,0,0
10077,22,22,22,22,22,22,22,22,22,22
10078,0,0,0,0,0,0,0,0,0,0
10079,7,7,7,7,7,7,7,7,7,7
10080,20,20,20,20,20,20,20,20,20,20
10081,25,25,25,25,25,25,25,25,25,25
10082,0,0,40,0,0,0,0,0,0,0
10083,20,20,20,20,20,20,20,20,20,20
10084,11,11,11,11,11,11,11,11,11,11
10085,34,34,34,34,34,34,34,34,34,34
10086,13,13,13,13,13,13,13,13,13,13
10087,0,0,0,0,0,0,0,0,0,0
10088,0,15,0,0,0,0,0,34,0,0
10089,22,22,22,22,22,22,22,22,22,22
10090,13,26,20,16,11,0,0,0,0,7
10091,0,0,0,0,0,0,0,0,0,0
10092,0,0,0,0,0,0,0,0,0,0
10093,0,17,11,6,4,0,7,28,0,0
10094,0,0,0,0,0,0,0,0,0,0
10095,0,0,0,0,0,0,0,0,0,0
10096,23,23,23,23,23,23,23,23,23,23
10097,0,0,0,0,0,0,0,0,0,0
10098,0,0,0,0,0,0,0,0,0,0
10099,4,0,0,5,10,0,0,15,0,0
10101,14,14,14,14,14,14,14,14,14,14
10102,8,8,8,8,8,8,8,8,8,8
10103,13,13,13,13,13,13,13,13,13,13
10104,0,0,0,0,0,0,0,21,0,0
10105,12,12,12,12,12,12,12,12,12,12
10106,6,6,6,6,6,6,6,6,6,6
10107,21,23,14,23,0,13,11,11,19,0
10108,0,0,0,0,0,0,0,0,12,0
10109,0,0,0,0,0,0,0,0,0,0
10110,0,0,0,0,0,0,0,0,0,0
10111,9,9,9,9,9,9,9,9,9,9
10112,0,0,0,0,0,0,0,0,0,0
10113,16,0,11,17,19,19,13,0,30,32
10114,15,15,15,15,15,15,15,15,15,15
10115,0,0,0,0,0,0,0,0,0,0
10116,0,0,0,0,0,0,0,0,0,0
10117,0,0,0,0,0,0,0,0,0,0
10118,0,0,0,0,0,0,0,0,0,0
10119,0,0,0,0,0,0,0,0,0,0
10120,0,0,0,0,0,0,0,0,44,0
10121,0,0,0,0,0,0,0,0,10,0
10122,0,0,0,0,0,0,0,0,0,0
10123,0,0,0,0,0,0,0,0,0,0
10124,0,0,0,0,0,0,0,0,0,0
10125,0,0,0,0,0,0,0,0,0,0
10126,13,0,0,0,0,0,0,0,0,0
10127,0,0,0,0,0,0,0,17,0,0
10128,15,0,0,0,0,0,0,0,6,0
10129,0,0,0,0,0,0,0,0,0,0
10130,0,0,0,0,0,0,0,0,0,0
10131,20,20,20,20,20,20,20,20,20,20
10132,7,0,9,0,0,15,0,0,42,8
10133,0,0,0,0,0,0,0,0,0,0
10134,0,0,0,0,0,0,0,0,0,0
10135,19,19,19,19,19,19,19,21,19,19
10136,10,10,10,10,10,10,10,10,10,10
10137,0,0,0,0,0,0,0,0,0,0
10138,0,0,0,0,0,0,0,0,0,20
10139,0,0,0,0,0,0,0,0,12,0
10140,4,4,4,4,4,9,4,4,4,4
10141,0,15,0,0,16,0,0,0,0,27
10142,4,21,17,18,25,6,5,19,15,13
10143,8,8,8,8,8,8,8,8,8,8
10144,18,18,18,18,18,18,18,18,18,18
10145,0,0,0,0,0,0,0,0,0,0
10146,9,10,9,9,9,9,30,9,19,17
10147,0,0,0,0,0,0,0,0,0,0
10148,0,0,0,0,0,0,0,0,0,0
10149,21,21,21,21,21,21,21,21,21,21
10150,0,0,0,0,0,0,0,0,0,0
10151,7,7,7,7,7,7,7,7,7,7
10152,0,0,9,0,0,0,0,4,0,0
10153,0,0,0,0,22,24,0,20,0,0
10154,0,0,0,0,0,0,0,0,0,0
10155,0,0,0,32,0,0,0,0,0,0
10156,0,0,0,0,0,0,0,0,0,0
10157,0,0,12,22,21,38,0,0,0,0
10158,20,0,0,0,0,0,0,0,0,0
10159,0,0,0,0,0,0,0,0,0,0
10160,45,21,0,4,21,14,12,12,21,0
10161,0,0,13,0,0,0,0,12,0,0
10162,0,0,0,0,7,0,8,0,14,0
10163,0,0,0,0,0,0,0,0,0,0
10164,0,0,0,0,0,0,0,0,0,0
10165,0,0,0,0,0,0,0,0,0,17
10166,11,11,11,11,11,11,11,11,11,11
10167,21,21,21,21,21,21,21,21,21,21
10168,9,9,25,18,32,2,15,6,12,28
10169,0,0,0,0,0,0,0,0,0,0
10170,0,0,0,0,0,0,0,0,0,0
10171,0,0,0,0,0,0,0,0,0,0
10172,0,0,0,0,0,0,0,0,0,0
10173,23,23,23,24,23,23,23,23,23,23
10174,0,0,0,0,0,0,0,0,0,0
10175,0,0,0,0,0,0,0,0,0,0
10176,0,0,0,0,0,0,0,0,0,0
10177,0,11,0,0,0,0,0,0,0,0
10178,11,25,15,21,42,10,3,22,27,15
10179,0,0,0,0,0,0,0,0,0,0
10180,0,0,0,0,0,0,0,0,0,0
10181,0,0,0,0,0,0,0,0,0,0
10182,0,0,0,0,0,0,0,0,0,0
10183,24,12,7,0,24,31,0,27,20,0
10184,12,12,12,12,12,12,12,12,12,12
10185,0,0,0,0,25,0,11,0,0,0
10186,0,0,0,0,0,0,0,0,0,0
10187,12,12,12,12,12,12,12,12,12,12
10188,0,0,0,0,0,0,0,0,0,0
10189,0,0,0,0,0,0,0,0,0,0
10190,0,0,0,0,0,0,0,0,0,0
10191,1,1,1,1,1,1,1,1,1,1
10192,0,0,0,0,0,0,0,0,0,0
10193,0,0,0,0,0,0,0,0,0,0
10194,22,18,18,18,18,21,18,18,18,18
10195,16,16,0,7,0,11,14,15,13,12
10196,14,14,14,14,14,14,14,14,14,14
10197,8,8,8,8,8,8,8,8,8,8
10198,0,0,0,0,0,0,0,0,0,0
10199,0,0,0,0,0,0,0,15,0,0
10200,0,0,0,0,0,0,0,0,0,0
10201,0,0,0,0,0,0,0,0,0,0
10202,0,0,0,0,9,0,0,0,0,0
10203,36,36,36,36,36,36,36,36,36,36
10204,0,0,0,0,0,0,0,0,0,0
10205,11,11,11,11,11,11,11,11,11,11
10206,24,24,24,24,24,24,24,24,24,24
10207,0,21,0,0,0,0,0,14,0,0
10208,0,0,0,0,0,0,0,0,0,0
10209,0,0,0,0,0,0,0,0,0,0
10210,0,0,26,0,22,14,0,0,0,0
10211,0,9,0,0,21,0,0,21,0,0
10212,0,0,0,0,0,0,0,0,0,0
10213,16,0,17,6,0,26,36,0,0,0
10214,18,18,18,18,18,18,18,18,18,18
10215,0,0,7,0,4,0,0,0,16,0
10216,0,0,0,0,0,0,0,0,0,0
10217,17,17,17,17,17,17,17,17,17,17
10218,6,0,0,6,0,0,0,0,5,0
10219,0,0,0,0,0,0,0,0,0,0
10220,0,0,0,0,0,0,0,0,0,0
10221,0,0,0,0,0,0,0,0,0,0
10222,0,0,0,0,2,0,0,0,0,0
10223,19,19,26,19,19,19,19,19,19,19
10224,0,26,15,0,0,0,0,0,0,0
10225,15,15,15,15,15,15,15,15,15,15
10226,0,0,0,0,0,0,0,0,0,0
10227,0,16,22,0,0,0,0,0,0,23
10228,0,0,0,0,0,0,0,0,0,0
10229,0,0,0,0,0,0,0,0,0,0
10230,0,0,7,0,0,10,0,0,0,0
10231,27,0,15,0,0,0,13,0,0,0
10232,0,0,0,0,0,0,0,0,0,0
10233,0,0,0,0,0,0,0,0,0,0
10234,0,0,0,0,0,0,0,0,0,0
10235,0,0,0,0,0,0,0,0,0,0
10236,0,0,0,0,23,0,0,0,0,0
10237,11,15,10,4,6,4,13,5,25,10
10238,1,1,1,1,1,1,1,1,1,1
10239,0,6,0,0,0,0,0,0,0,0
10240,0,0,0,0,0,0,0,0,0,0
10241,0,0,0,0,0,0,0,0,0,0
10242,0,0,0,0,0,0,0,0,0,0
10243,0,0,0,0,0,0,0,0,0,0
10244,0,0,0,0,0,0,0,0,0,0
10245,21,21,21,21,21,21,21,21,21,21
10246,0,25,0,0,0,28,17,0,0,0
10247,0,0,0,0,0,0,0,7,0,0
10248,0,0,0,0,0,6,0,0,0,0
10249,0,0,0,0,0,0,0,0,0,0
10250,0,0,0,0,0,0,0,12,26,0
10251,0,0,0,0,0,0,0,0,0,0
10252,34,0,0,10,0,0,0,0,5,3
10253,9,9,9,9,9,9,9,9,9,9
10254,0,0,0,0,0,0,0,0,0,0
10255,17,21,32,26,24,35,30,21,9,10
10256,27,27,27,27,27,27,27,27,27,27
10257,0,0,0,0,0,0,0,0,0,0
10258,0,0,0,0,0,0,0,0,0,0
10259,0,0,0,5,0,0,9,0,0,0
10260,0,0,0,0,0,0,0,0,0,0
10261,10,10,10,10,10,10,10,10,10,10
10262,16,16,16,16,16,16,16,16,16,16
10263,0,0,0,0,0,0,0,0,0,0
10264,7,7,7,7,7,7,7,7,7,7
10265,0,0,0,28,0,7,0,3,0,0
10266,0,0,0,0,0,0,0,0,0,0
10267,0,21,18,0,4,0,0,0,0,0
10268,0,0,0,0,15,5,0,4,0,0
10269,0,0,17,34,0,0,0,0,0,0
10270,22,22,22,22,22,22,22,22,22,22
10271,0,0,0,13,0,0,0,0,0,0
10272,19,19,19,19,19,19,19,19,19,19
10273,0,0,0,0,0,11,0,0,0,0
10274,0,0,0,0,0,0,0,15,0,0
10275,0,0,0,0,0,0,0,0,0,0
10276,24,24,24,24,24,24,24,24,24,24
10277,5,0,0,0,0,0,0,0,0,0
10278,0,0,0,0,0,0,0,0,17,0
10279,0,0,0,0,0,0,0,0,0,0
10280,32,32,32,32,32,32,32,32,32,32
10281,0,0,0,0,0,0,0,0,0,0
10282,2,0,0,0,25,21,0,9,0,0
10283,29,29,29,29,29,29,29,29,29,29
10284,0,0,0,0,0,0,0,0,0,0
10285,0,0,0,0,0,0,0,0,0,0
10286,0,0,0,0,0,0,0,0,19,0
10287,0,0,0,0,0,0,0,0,0,0
10288,0,16,0,0,0,10,30,0,28,29
10289,0,0,0,0,0,0,0,0,0,0
10290,0,0,0,0,0,0,0,0,0,0
10291,10,10,12,10,10,10,10,16,10,10
10292,0,29,23,0,0,24,0,20,25,73
10293,19,5,9,0,0,0,0,0,0,0
10294,0,17,0,0,0,20,0,0,0,0
10295,0,0,0,0,0,0,0,0,0,0
10296,24,24,24,24,24,24,24,24,24,24
10297,0,0,0,0,0,0,0,0,0,0
10298,20,20,20,20,20,20,20,20,20,20
10299,0,0,0,0,0,0,0,0,0,0
10300,16,0,0,0,17,13,14,0,0,0
10301,30,30,30,30,30,30,30,30,30,30
10302,6,6,6,6,6,6,6,6,6,6
10303,15,17,21,15,15,38,15,15,21,23
10304,20,20,20,20,20,20,20,20,20,20
10305,0,0,0,0,0,0,0,0,0,0
10306,0,10,0,0,0,0,0,0,0,0
10307,1,1,1,1,1,1,1,1,1,1
10308,0,32,20,6,18,0,0,0,11,0
10309,0,0,0,0,0,0,0,0,0,0
10310,0,0,0,0,0,0,0,0,0,0
10311,19,18,27,20,7,15,16,18,19,19
10312,21,21,21,21,21,21,21,21,21,21
10313,26,26,26,26,26,26,26,26,26,26
10314,4,4,4,4,4,4,4,4,4,4
10315,0,0,0,0,0,21,0,0,0,0
10316,22,10,13,15,16,5,0,21,8,0
10317,0,0,0,0,0,0,0,0,0,0
10318,0,0,0,0,0,0,0,0,0,0
10319,0,0,0,0,0,0,0,0,0,0
10320,0,0,0,0,0,0,0,0,0,0
10321,0,0,0,0,0,0,0,0,0,0
10322,0,0,4,8,0,0,0,0,0,0
10323,0,0,0,0,14,26,0,0,0,0
10324,9,18,0,0,9,10,14,15,7,0
10325,0,0,0,0,0,0,0,0,0,0
10326,0,0,0,0,0,0,0,0,0,0
10327,16,16,16,16,16,16,16,16,16,16
10328,16,16,16,16,16,16,16,16,16,16
10329,0,24,22,0,12,0,0,0,12,23
10330,0,0,0,0,0,0,0,0,0,0
10331,0,0,0,0,0,0,0,14,0,0
10332,0,0,0,0,0,0,0,0,0,0
10333,0,0,0,0,0,0,0,0,0,0
10334,21,21,21,21,21,21,21,21,21,21
10335,9,9,9,9,9,9,9,9,9,9
10336,0,0,0,0,0,0,0,0,0,0
10337,0,0,0,0,0,0,0,0,0,0
10338,0,0,0,0,0,15,0,0,0,0
10339,0,0,0,0,0,11,0,0,0,0
10340,0,0,0,0,0,0,0,0,0,0
10341,14,18,18,0,0,0,0,24,0,15
10342,0,0,0,0,0,0,0,0,0,0
10343,0,0,8,0,0,0,0,0,0,0
10344,0,0,0,0,0,0,0,0,0,0
10345,0,0,0,0,0,0,0,0,0,0
10346,1,1,1,1,1,1,1,1,1,1
10347,0,0,0,0,0,10,12,0,13,0
10348,20,20,20,20,20,20,20,20,20,20
10349,0,0,0,0,0,0,0,0,0,0
10350,0,13,18,31,0,0,19,0,0,0
10351,19,19,19,19,19,19,19,19,19,19
10352,0,0,0,0,13,0,0,0,0,0
10353,47,47,47,47,47,47,47,47,47,47
10354,0,0,0,0,0,0,0,0,0,0
10355,31,31,31,31,31,31,31,31,31,31
10356,0,0,0,0,0,0,0,0,0,0
10357,18,18,18,18,18,18,18,18,18,18
10358,16,0,16,16,0,0,0,0,13,0
10359,0,0,0,0,0,0,0,0,0,0
10360,0,0,0,0,0,0,0,0,0,0
10361,9,21,0,25,0,10,0,14,0,0
10362,12,12,12,12,12,12,12,12,12,12
10363,0,0,0,0,0,0,0,0,0,0
10364,0,0,0,33,22,15,0,0,0,0
10365,0,0,0,0,0,0,0,0,0,0
10366,0,0,0,0,0,0,0,0,0,0
10367,4,4,4,4,4,4,4,4,4,4
10368,16,16,16,16,16,16,16,16,16,16
10369,31,31,31,31,31,31,31,31,31,31
10370,0,0,0,0,0,0,0,0,0,0
10371,0,0,0,0,0,0,0,0,0,0
10372,18,18,18,18,18,18,18,18,18,18
10373,0,0,0,0,0,0,0,0,0,0
10374,0,0,0,0,0,0,0,0,0,0
10375,0,0,0,0,0,0,0,0,0,0
10376,0,15,0,0,0,8,0,0,0,0
10377,0,0,0,0,0,0,0,0,0,0
10378,13,26,40,0,0,19,27,22,25,7
10379,0,0,0,0,0,0,0,0,0,0
10380,0,0,0,0,0,0,0,0,0,0
10381,16,16,16,16,16,16,16,16,16,16
10382,0,0,0,0,0,0,0,0,25,0
10383,11,11,11,11,11,11,11,11,11,11
10384,25,0,0,0,0,0,0,0,0,0
10385,0,0,0,0,0,0,0,0,0,0
10386,0,0,0,0,0,0,0,0,0,0
10387,0,0,0,0,0,0,0,0,0,0
10388,0,0,0,0,0,0,0,0,0,0
10389,35,0,11,0,2,11,8,0,17,0
10390,0,0,0,0,0,0,0,0,0,0
10391,0,0,0,0,0,0,0,0,0,0
10392,0,0,0,0,0,0,0,0,0,0
10393,0,0,0,0,0,0,0,0,0,0
10394,16,16,16,16,16,16,16,16,16,16
10395,0,0,0,0,0,0,0,0,0,0
10396,0,0,0,0,0,0,0,0,0,0
10397,0,11,16,0,0,0,0,0,0,0
10398,20,20,20,20,20,20,20,20,20,20
10399,0,0,6,10,0,0,17,9,0,0
10400,0,0,0,0,0,0,0,0,0,0
10401,10,10,10,10,10,10,10,10,10,10
10402,0,0,0,0,16,0,0,0,0,0
10403,0,0,0,0,0,0,0,0,0,0
10404,9,24,25,0,15,32,24,18,24,14
10405,0,19,0,0,0,0,14,0,0,0
10406,0,0,0,0,0,0,0,0,0,0
10407,18,18,18,18,18,18,18,18,18,18
10408,0,0,0,0,0,0,0,0,0,0
10409,0,0,0,0,0,0,0,0,0,0
10410,0,0,0,0,0,0,0,0,0,0
10411,0,0,0,0,0,0,0,0,0,0
10412,14,14,14,14,14,14,14,14,14,14
10413,8,13,0,0,0,31,21,9,0,0
10414,0,0,0,0,0,0,0,0,0,0
10415,0,0,0,0,0,0,0,0,0,0
10416,0,0,0,0,0,0,0,0,0,0
10417,18,18,18,18,18,18,18,18,18,18
10418,16,16,16,16,16,16,16,16,16,16
10419,0,0,0,0,0,20,0,0,0,0
10420,25,25,25,25,25,25,25,25,25,25
10421,7,0,0,0,0,0,0,0,0,0
10422,2,5,6,15,22,28,8,5,11,18
10423,0,0,0,0,0,0,0,0,0,0
10424,0,0,0,0,0,0,0,0,0,0
10425,0,0,0,0,0,0,0,0,0,0
10426,2,2,2,2,2,2,2,2,2,2
10427,0,0,0,0,0,0,0,0,18,0
10428,0,0,0,0,0,0,0,0,0,0
10429,0,16,23,0,0,9,9,0,13,14
10430,0,0,0,0,0,0,0,0,7,0
10431,15,11,18,8,9,25,19,19,8,30
10432,0,0,0,0,0,0,0,0,0,0
10433,0,0,0,20,7,47,0,0,0,0
10434,16,16,16,16,16,16,16,16,16,16
10435,0,0,0,0,0,0,0,0,0,0
10436,0,0,0,0,0,0,0,0,0,0
10437,9,7,0,0,19,11,20,0,0,17
10438,0,0,0,0,0,0,0,0,0,0
10439,26,26,26,26,26,26,26,26,26,26
10440,0,0,0,0,0,0,0,0,0,0
10441,0,0,9,0,0,0,0,19,0,0
10442,14,14,14,14,14,14,14,14,14,14
10443,0,0,0,0,0,0,0,0,0,0
10444,24,24,24,24,24,24,24,24,24,24
10445,0,0,0,0,0,0,0,0,0,0
10446,0,26,0,0,0,0,0,0,0,0
10447,13,13,13,13,13,13,13,13,13,13
10448,0,0,0,0,0,0,0,0,0,0
10449,0,0,0,0,0,0,0,0,0,0
10450,0,0,0,24,0,0,0,26,0,0
10451,2,2,2,2,2,2,2,2,2,2
10452,38,21,3,9,17,18,11,19,25,19
10453,2,2,2,2,2,2,2,2,2,2
10454,0,0,0,0,0,0,0,0,0,0
10455,0,0,0,0,0,0,0,0,0,0
10456,25,25,25,25,25,25,25,25,25,25
10457,0,0,0,0,0,0,0,0,0,0
10458,0,0,0,0,0,0,0,0,0,0
10459,8,8,8,8,8,8,8,8,8,8
10460,0,0,0,0,0,0,0,0,0,0
10461,0,23,16,12,0,0,0,0,0,0
10462,0,30,11,0,13,0,0,0,17,11
10463,0,0,0,0,0,0,0,0,0,0
10464,0,0,0,0,0,0,0,0,0,0
10465,24,24,24,24,24,24,24,24,24,24
10466,0,0,0,0,0,0,0,0,0,0
10467,0,0,0,0,0,0,0,0,0,0
10468,19,0,0,0,0,0,0,0,0,0
10469,0,0,0,0,0,33,0,0,0,0
10470,0,0,0,0,0,0,0,0,0,0
10471,23,0,0,0,0,19,0,0,0,0
10472,0,0,0,0,0,0,0,0,0,0
10473,9,9,9,9,9,9,9,9,9,9
10474,0,0,0,0,0,0,0,0,0,0
10475,14,14,14,14,14,14,14,14,14,14
10476,0,21,0,0,0,0,0,0,0,0
10477,0,0,0,0,0,0,0,0,0,0
10478,0,0,0,0,0,0,0,0,0,0
10479,10,10,10,10,10,10,10,10,10,10
10480,10,25,19,0,0,22,0,0,8,28
10481,0,0,0,0,0,0,0,0,0,0
10482,0,9,0,0,0,0,28,4,11,7
10483,0,0,0,0,0,0,0,0,0,0
10484,0,0,0,0,0,0,0,0,0,0
10485,19,11,5,13,12,20,9,25,19,12
10486,9,9,9,9,9,26,9,9,9,9
10487,11,11,11,11,11,11,11,11,11,11
10488,0,0,0,0,0,0,0,0,0,0
10489,0,13,0,0,11,18,21,21,17,0
10490,0,24,0,0,0,0,0,0,0,11
10491,0,0,0,0,0,0,0,0,0,0
10492,16,16,16,16,16,16,16,16,16,16
10493,0,0,0,0,0,0,0,0,0,0
10494,0,0,0,0,0,0,0,0,0,0
10495,13,13,13,13,13,13,13,13,13,13
10496,0,0,0,0,0,0,0,0,0,0
10497,0,0,0,0,0,0,0,0,0,0
10498,0,0,0,0,0,0,0,0,0,0
10499,0,0,0,0,0,0,0,0,0,0
10500,0,0,0,0,0,0,0,0,0,0
10501,9,9,9,9,9,9,9,9,9,9
10502,0,0,0,0,37,0,0,0,0,0
10503,0,0,0,0,0,0,0,0,0,0
10504,15,15,15,15,15,15,15,15,15,15
10505,0,0,0,0,0,0,0,0,0,0
10506,0,0,0,0,0,0,0,0,0,0
10507,24,24,24,24,24,24,24,24,24,24
10508,20,20,20,20,20,20,20,20,20,20
10509,23,12,31,0,0,0,15,0,0,18
10510,0,0,0,0,0,0,0,0,0,0
10511,5,5,5,5,5,5,5,5,5,5
10512,0,0,0,0,0,0,0,0,0,0
10513,0,0,0,0,0,0,0,0,0,0
10514,0,0,0,0,0,0,0,0,0,0
10515,0,0,0,0,0,0,0,0,0,0
10516,0,0,0,0,0,0,0,0,0,0
10517,13,13,13,13,13,13,13,13,13,13
10518,11,21,27,36,0,2,24,0,14,0
10519,28,28,28,28,28,28,28,28,28,28
10520,24,0,0,0,15,0,0,0,16,0
10521,0,0,0,0,0,0,0,0,0,0
10522,30,0,0,0,0,0,0,0,0,0
10523,5,5,5,5,5,5,5,5,5,5
10524,0,0,0,0,0,0,0,0,0,0
10525,0,0,0,0,0,0,0,0,0,0
10526,0,0,7,0,0,0,12,0,0,0
10527,23,23,23,23,23,23,23,23,23,23
10528,16,23,16,17,16,23,16,21,16,16
10529,0,0,0,0,0,0,0,0,0,0
10530,22,22,22,22,22,22,22,22,22,22
10531,0,0,0,0,0,0,0,0,0,0
10532,0,0,0,0,0,0,0,0,0,0
10533,0,6,0,0,0,0,0,0,0,0
10534,0,0,0,0,0,0,0,0,0,0
10535,0,0,0,0,0,0,0,0,0,0
10536,14,14,14,14,14,14,14,14,14,14
10537,0,0,0,30,0,0,0,0,0,0
10538,7,19,0,0,0,4,0,0,13,27
10539,0,0,14,0,13,19,0,4,21,0
10540,15,15,15,15,15,15,15,15,15,15
10541,0,0,0,0,0,0,0,0,0,0
10542,15,15,15,15,15,15,15,15,15,15
10543,21,21,21,21,21,21,21,21,21,21
10544,25,0,0,0,0,0,0,0,0,0
10545,0,0,0,0,0,0,0,0,0,0
10546,0,0,0,0,0,0,0,4,0,0
10547,0,0,0,0,0,0,0,0,0,19
10548,0,0,0,0,0,11,0,0,5,0
10549,0,0,0,0,0,0,0,0,0,0
10550,0,0,0,0,16,0,0,13,0,0
10551,27,26,0,19,0,0,0,0,18,18
10552,0,0,40,31,21,35,15,34,0,0
10553,3,3,3,3,3,3,3,3,3,3
10554,0,0,0,0,0,0,0,0,0,0
10555,0,8,0,0,0,0,0,11,14,0
10556,0,0,24,12,18,0,0,0,0,0
10557,50,50,50,50,50,50,50,50,50,50
10558,16,0,0,0,0,0,12,0,0,0
10559,16,0,0,7,8,0,21,0,0,13
10560,0,0,0,0,0,0,0,0,0,0
10561,0,0,0,0,0,0,0,0,6,0
10562,0,0,0,0,0,4,0,17,0,0
10563,0,0,0,0,0,0,0,0,0,0
10564,0,26,0,27,31,15,0,15,0,0
10565,42,0,9,0,26,0,0,19,21,0
10566,0,0,0,0,0,0,0,0,0,0
10567,0,0,0,20,14,0,0,0,0,0
10568,13,0,2,26,20,12,27,0,11,18
10569,13,18,44,0,0,0,10,32,3,0
10570,4,4,4,4,4,4,4,4,4,4
10571,19,19,19,19,19,19,19,19,19,19
10572,0,0,0,0,0,0,0,35,0,0
10573,39,39,39,39,39,39,39,39,39,39
10574,28,28,28,28,28,28,28,28,28,28
10575,16,16,16,16,16,16,16,16,16,16
10576,28,28,28,28,28,28,28,28,28,28
10577,0,10,0,0,0,0,0,0,0,0
10578,0,0,10,0,0,18,8,0,0,0
10579,0,0,0,0,0,0,0,0,0,0
10580,0,0,0,0,0,0,0,0,0,0
10581,0,0,0,0,0,0,0,0,0,0
10582,0,0,8,0,0,0,27,16,0,0
10583,0,0,0,0,0,0,0,0,0,0
10584,0,0,0,0,0,0,0,0,0,0
10585,0,0,0,0,0,0,0,0,0,0
10586,22,0,0,31,7,13,0,0,0,0
10587,0,0,0,0,0,0,0,0,0,0
10588,0,0,0,0,0,20,10,0,0,0
10589,0,0,0,0,0,0,0,0,0,0
10590,6,0,0,0,0,6,0,0,17,0
10591,0,0,0,0,9,0,4,0,0,0
10592,11,11,11,11,11,11,11,11,11,11
10593,0,0,0,0,7,0,0,24,4,0
10594,0,0,0,0,0,0,0,0,0,0
10595,18,19,0,0,0,11,0,0,0,0
10596,12,0,0,11,0,0,0,0,0,0
10597,0,0,0,0,0,0,0,0,0,0
10598,0,0,0,0,0,0,0,0,0,0
10599,0,23,11,27,33,12,13,15,16,5
10600,0,0,0,0,0,0,0,0,0,0
10601,0,0,0,0,0,0,0,0,0,0
10602,0,0,0,0,0,0,0,0,0,0
10603,0,0,0,0,0,0,0,0,0,0
10604,0,0,0,0,0,0,0,0,16,28
10605,0,0,0,0,0,0,0,0,0,0
10606,0,0,0,0,0,0,0,0,0,0
10607,0,0,0,0,0,0,0,0,0,0
10608,0,0,0,0,0,0,0,0,0,0
