STATE,ST_CASE,VEH_NO,PER_NO,NMIMPAIR
6,62671,0,1,7
6,62673,0,1,99
6,62675,0,1,99
6,62678,0,1,99
6,62679,0,1,4
6,62681,0,1,98
6,62682,0,1,0
6,62683,0,1,99
6,62686,0,1,99
6,62689,0,1,9
6,62699,0,1,0
6,62701,0,1,98
6,62704,0,1,99
6,62705,0,1,98
6,62709,0,1,99
6,62710,0,1,0
6,62715,0,1,0
6,62715,0,2,0
6,62717,0,1,0
6,62717,0,2,0
6,62719,0,1,99
6,62720,0,1,9
6,62724,0,1,0
6,62725,0,1,9
6,62726,0,1,99
6,62726,0,2,0
6,62729,0,1,9
6,62730,0,1,4
6,62731,0,1,9
6,62735,0,1,0
6,62737,0,1,9
6,62742,0,1,99
6,62743,0,1,9
6,62745,0,1,0
6,62745,0,2,0
6,62745,0,3,0
6,62745,0,4,0
6,62746,0,1,0
6,62747,0,1,0
6,62747,0,2,0
6,62748,0,1,0
6,62752,0,1,0
6,62755,0,1,0
6,62757,0,1,9
6,62759,0,1,0
6,62768,0,1,99
6,62769,0,1,99
6,62770,0,1,0
6,62773,0,1,0
6,62776,0,1,98
6,62777,0,1,9
6,62781,0,1,0
6,62782,0,1,99
6,62790,0,1,0
6,62792,0,1,99
6,62795,0,1,6
6,62798,0,1,99
6,62802,0,1,0
6,62809,0,1,99
6,62810,0,1,0
6,62811,0,1,9
6,62814,0,1,9
6,62815,0,1,0
6,62822,0,1,9
6,62824,0,1,99
6,62825,0,1,99
6,62826,0,1,0
6,62828,0,1,0
6,62830,0,1,99
6,62832,0,1,99
6,62834,0,1,99
6,62835,0,1,9
6,62837,0,1,0
6,62838,0,1,99
6,62839,0,1,99
6,62840,0,1,0
6,62841,0,1,9
6,62844,0,1,99
6,62845,0,1,0
6,62846,0,1,99
6,62847,0,1,0
6,62851,0,1,0
6,62853,0,1,0
6,62853,0,2,0
6,62856,0,1,9
6,62856,0,2,0
6,62857,0,1,0
6,62859,0,1,0
6,62860,0,1,9
6,62864,0,1,99
8,80001,0,1,9
8,80003,0,1,0
8,80003,0,2,0
8,80015,0,1,9
8,80018,0,1,9
8,80021,0,1,0
8,80025,0,1,9
8,80038,0,1,9
8,80043,0,1,9
8,80054,0,1,3
8,80060,0,1,9
8,80063,0,1,0
8,80066,0,1,0
8,80070,0,1,0
8,80070,0,2,0
8,80070,0,3,0
8,80077,0,1,9
8,80080,0,1,9
8,80083,0,1,9
8,80086,0,1,0
8,80095,0,1,9
8,80103,0,1,0
8,80104,0,1,0
8,80110,0,1,0
8,80117,0,1,9
8,80121,0,1,0
8,80131,0,1,9
8,80134,0,1,0
8,80139,0,1,0
8,80141,0,1,0
8,80144,0,1,0
8,80153,0,1,0
8,80154,0,1,0
8,80160,0,1,0
8,80166,0,1,0
8,80173,0,1,0
8,80176,0,1,9
8,80177,0,1,9
8,80180,0,1,0
8,80189,0,1,0
8,80191,0,1,9
8,80196,0,1,0
8,80196,0,2,0
8,80196,0,3,0
8,80196,0,4,0
8,80196,0,5,0
8,80210,0,1,0
8,80214,0,1,0
8,80225,0,1,99
8,80237,0,1,0
8,80249,0,1,0
8,80253,0,1,0
8,80271,0,1,0
8,80289,0,1,3
8,80289,0,1,9
8,80305,0,1,0
8,80308,0,1,0
8,80310,0,1,9
8,80317,0,1,0
8,80345,0,1,0
8,80346,0,1,0
8,80348,0,1,9
8,80348,0,2,9
8,80348,0,3,9
8,80353,0,1,0
8,80361,0,1,0
8,80367,0,1,0
8,80385,0,1,0
8,80391,0,1,9
8,80395,0,1,9
8,80401,0,1,8
8,80401,0,1,9
8,80401,0,2,8
8,80401,0,2,9
8,80406,0,1,0
8,80425,0,1,0
8,80432,0,1,9
9,90002,0,1,98
9,90009,0,1,99
9,90014,0,1,0
9,90014,0,2,0
9,90014,0,3,0
9,90014,0,4,0
9,90018,0,1,98
9,90023,0,1,0
9,90030,0,1,98
9,90030,0,2,98
9,90040,0,1,0
9,90052,0,1,99
9,90061,0,1,9
9,90082,0,1,98
9,90098,0,1,0
9,90102,0,1,99
9,90116,0,1,0
9,90128,0,1,8
9,90149,0,1,98
9,90158,0,1,0
9,90164,0,1,0
9,90165,0,1,0
9,90173,0,1,0
9,90175,0,1,99
9,90182,0,1,99
9,90184,0,1,0
9,90185,0,1,99
9,90187,0,1,6
9,90188,0,1,9
9,90191,0,1,98
9,90199,0,1,99
9,90205,0,1,9
9,90206,0,1,0
9,90209,0,1,99
9,90220,0,1,98
9,90220,0,2,98
9,90223,0,1,0
9,90223,0,2,0
9,90227,0,1,0
9,90240,0,1,0
9,90241,0,1,0
9,90250,0,1,9
9,90255,0,1,98
9,90265,0,1,0
9,90266,0,1,0
9,90266,0,2,0
9,90266,0,3,0
10,100002,0,1,9
10,100003,0,1,99
10,100009,0,1,9
10,100012,0,1,0
10,100013,0,1,9
10,100016,0,1,0
10,100019,0,1,9
10,100038,0,1,0
10,100039,0,1,0
10,100039,0,2,9
10,100041,0,1,9
10,100041,0,2,9
10,100044,0,1,0
10,100049,0,1,0
10,100049,0,2,0
10,100051,0,1,9
10,100054,0,1,99
10,100061,0,1,9
10,100066,0,1,0
10,100074,0,1,8
10,100074,0,1,9
10,100074,0,2,8
10,100074,0,2,9
10,100076,0,1,9
10,100080,0,1,0
10,100081,0,1,9
10,100086,0,1,0
10,100087,0,1,99
10,100089,0,1,9
10,100090,0,1,99
10,100093,0,1,99
11,110001,0,1,0
11,110002,0,1,99
11,110004,0,1,9
11,110006,0,1,0
11,110008,0,1,0
11,110011,0,1,0
11,110014,0,1,99
11,110015,0,1,0
11,110016,0,1,0
11,110018,0,1,0
12,120005,0,1,98
12,120008,0,1,98
12,120009,0,1,98
12,120010,0,1,98
12,120011,0,1,98
12,120015,0,1,98
12,120017,0,1,98
12,120018,0,1,98
12,120021,0,1,98
12,120023,0,1,98
12,120028,0,1,98
12,120031,0,1,98
12,120035,0,1,98
12,120039,0,1,98
12,120040,0,1,98
12,120042,0,1,98
12,120045,0,1,98
12,120047,0,1,98
12,120056,0,1,98
12,120057,0,1,98
12,120058,0,1,98
12,120060,0,1,98
12,120061,0,1,98
12,120067,0,1,98
12,120071,0,1,98
12,120073,0,1,98
12,120074,0,1,98
12,120075,0,1,98
12,120077,0,1,98
12,120082,0,1,98
12,120092,0,1,98
12,120101,0,1,98
12,120103,0,1,98
12,120107,0,1,98
12,120113,0,1,98
12,120118,0,1,98
12,120123,0,1,98
12,120124,0,1,98
12,120126,0,1,98
12,120131,0,1,98
12,120145,0,1,98
12,120154,0,1,98
12,120156,0,1,98
12,120156,0,2,98
12,120157,0,1,98
12,120159,0,1,98
12,120160,0,1,98
12,120162,0,1,98
12,120164,0,1,98
12,120165,0,1,98
12,120172,0,1,98
12,120178,0,1,98
12,120188,0,1,98
12,120190,0,1,98
12,120190,0,2,98
12,120194,0,1,98
12,120199,0,1,98
12,120207,0,1,98
12,120217,0,1,98
12,120221,0,1,98
12,120224,0,1,98
12,120235,0,1,98
12,120238,0,1,98
12,120238,0,2,98
12,120242,0,1,98
12,120245,0,1,98
12,120247,0,1,98
12,120249,0,1,98
12,120251,0,1,98
12,120256,0,1,98
12,120259,0,1,98
12,120263,0,1,98
12,120264,0,1,98
12,120267,0,1,98
12,120268,0,1,0
12,120269,0,1,98
12,120270,0,1,98
12,120271,0,1,98
12,120272,0,1,98
12,120283,0,1,98
12,120289,0,1,98
12,120290,0,1,98
12,120298,0,1,98
12,120301,0,1,98
12,120302,0,1,98
12,120303,0,1,98
12,120311,0,1,98
12,120312,0,1,98
12,120314,0,1,98
12,120315,0,1,98
12,120320,0,1,98
12,120321,0,1,98
12,120324,0,1,98
12,120324,0,2,98
12,120325,0,1,98
12,120327,0,1,98
12,120330,0,1,98
12,120331,0,1,98
12,120342,0,1,98
12,120350,0,1,98
12,120351,0,1,98
12,120358,0,1,98
12,120359,0,1,98
12,120360,0,1,98
12,120362,0,1,98
12,120364,0,1,98
12,120367,0,1,98
12,120371,0,1,98
12,120375,0,1,98
12,120377,0,1,98
12,120385,0,1,98
12,120388,0,1,98
12,120389,0,1,98
12,120390,0,1,98
12,120406,0,1,98
12,120407,0,1,98
12,120413,0,1,98
12,120414,0,1,98
12,120418,0,1,98
12,120426,0,1,98
12,120427,0,1,98
12,120428,0,1,98
12,120431,0,1,98
12,120434,0,1,98
12,120437,0,1,98
12,120437,0,2,98
12,120441,0,1,98
12,120444,0,1,98
12,120451,0,1,98
12,120451,0,2,98
12,120464,0,1,98
12,120465,0,1,98
12,120465,0,2,98
12,120465,0,3,98
12,120468,0,1,98
12,120470,0,1,98
12,120473,0,1,98
12,120475,0,1,98
12,120477,0,1,98
12,120478,0,1,98
12,120479,0,1,98
12,120480,0,1,98
12,120482,0,1,98
12,120487,0,1,98
12,120488,0,1,98
12,120489,0,1,98
12,120506,0,1,98
12,120516,0,1,98
12,120520,0,1,98
12,120521,0,1,98
12,120524,0,1,98
12,120528,0,1,98
12,120530,0,1,98
12,120531,0,1,98
12,120533,0,1,98
12,120536,0,1,98
12,120540,0,1,98
12,120545,0,1,98
12,120546,0,1,98
12,120548,0,1,98
12,120550,0,1,98
12,120552,0,1,98
12,120554,0,1,98
12,120577,0,1,98
12,120579,0,1,98
12,120582,0,1,98
12,120583,0,1,98
12,120583,0,2,98
12,120601,0,1,98
12,120604,0,1,98
12,120605,0,1,98
12,120613,0,1,98
12,120620,0,1,98
12,120625,0,1,98
12,120628,0,1,98
12,120632,0,1,98
12,120634,0,1,98
12,120642,0,1,98
12,120647,0,1,98
12,120648,0,1,98
12,120648,0,2,98
12,120654,0,1,98
12,120656,0,1,98
12,120658,0,1,98
12,120662,0,1,98
12,120664,0,1,98
12,120665,0,1,9
12,120666,0,1,98
12,120683,0,1,98
12,120686,0,1,98
12,120688,0,1,98
12,120689,0,1,98
12,120695,0,1,98
12,120697,0,1,98
12,120702,0,1,0
12,120704,0,1,98
12,120705,0,1,98
12,120709,0,1,98
12,120711,0,1,98
12,120713,0,1,98
12,120714,0,1,98
12,120714,0,2,98
12,120714,0,3,98
12,120716,0,1,98
12,120724,0,1,98
12,120725,0,1,98
12,120725,0,2,98
12,120726,0,1,98
12,120730,0,1,98
12,120736,0,1,98
12,120740,0,1,98
12,120747,0,1,98
12,120751,0,1,98
12,120755,0,1,98
12,120756,0,1,98
12,120758,0,1,98
12,120766,0,1,98
12,120766,0,2,98
12,120772,0,1,98
12,120772,0,2,98
12,120784,0,1,98
12,120786,0,1,98
12,120788,0,1,98
12,120789,0,1,98
12,120792,0,1,98
12,120794,0,1,98
12,120806,0,1,98
12,120812,0,1,98
12,120814,0,1,98
12,120819,0,1,98
12,120819,0,2,98
12,120820,0,1,98
12,120824,0,1,98
12,120825,0,1,98
12,120834,0,1,98
12,120836,0,1,98
12,120846,0,1,98
12,120847,0,1,98
12,120851,0,1,98
12,120856,0,1,98
12,120858,0,1,98
12,120859,0,1,98
12,120864,0,1,98
12,120866,0,1,99
12,120869,0,1,98
12,120878,0,1,0
12,120881,0,1,98
12,120882,0,1,98
12,120884,0,1,98
12,120890,0,1,98
12,120891,0,1,98
12,120901,0,1,98
12,120905,0,1,98
12,120907,0,1,98
12,120908,0,1,98
12,120909,0,1,98
12,120911,0,1,98
12,120913,0,1,98
12,120914,0,1,98
12,120915,0,1,98
12,120920,0,1,98
12,120929,0,1,98
12,120934,0,1,98
12,120935,0,1,98
12,120937,0,1,98
12,120939,0,1,98
12,120939,0,2,98
12,120940,0,1,98
12,120944,0,1,98
12,120946,0,1,98
12,120948,0,1,98
12,120949,0,1,98
12,120951,0,1,98
12,120958,0,1,98
12,120962,0,1,98
12,120963,0,1,98
12,120971,0,1,98
12,120972,0,1,98
12,120973,0,1,98
12,120976,0,1,98
12,120977,0,1,98
12,120979,0,1,98
12,120982,0,1,98
12,120982,0,2,98
12,120987,0,1,98
12,120999,0,1,98
12,121006,0,1,98
12,121015,0,1,98
12,121019,0,1,98
12,121024,0,1,98
12,121027,0,1,98
12,121037,0,1,98
12,121039,0,1,98
12,121041,0,1,98
12,121046,0,1,98
12,121048,0,1,98
12,121058,0,1,98
12,121060,0,1,98
12,121066,0,1,98
12,121070,0,1,98
12,121078,0,1,98
12,121081,0,1,98
12,121093,0,1,98
12,121094,0,1,98
12,121103,0,1,98
12,121109,0,1,98
12,121111,0,1,98
12,121118,0,1,98
12,121118,0,2,98
12,121122,0,1,98
12,121124,0,1,98
12,121127,0,1,98
12,121129,0,1,98
12,121130,0,1,98
12,121139,0,1,98
12,121139,0,2,98
12,121145,0,1,98
12,121149,0,1,98
12,121153,0,1,98
12,121157,0,1,98
12,121160,0,1,98
12,121161,0,1,98
12,121164,0,1,98
12,121165,0,1,98
12,121169,0,1,98
12,121177,0,1,98
12,121181,0,1,98
12,121191,0,1,98
12,121194,0,1,98
12,121198,0,1,98
12,121199,0,1,98
12,121210,0,1,98
12,121212,0,1,98
12,121214,0,1,98
12,121215,0,1,98
12,121216,0,1,98
12,121217,0,1,98
12,121220,0,1,98
12,121222,0,1,98
12,121224,0,1,98
12,121227,0,1,98
12,121229,0,1,98
12,121234,0,1,98
12,121235,0,1,98
12,121242,0,1,98
12,121244,0,1,98
12,121245,0,1,98
12,121246,0,1,98
12,121250,0,1,98
12,121254,0,1,98
12,121259,0,1,98
12,121266,0,1,98
12,121274,0,1,98
12,121281,0,1,98
12,121282,0,1,98
12,121282,0,2,98
12,121283,0,1,98
12,121285,0,1,98
12,121286,0,1,98
12,121286,0,2,98
12,121290,0,1,98
12,121304,0,1,98
12,121305,0,1,98
12,121307,0,1,98
12,121315,0,1,98
12,121319,0,1,98
12,121321,0,1,98
12,121328,0,1,98
12,121330,0,1,98
12,121333,0,1,98
12,121338,0,1,98
12,121339,0,1,98
12,121340,0,1,98
12,121342,0,1,98
12,121347,0,1,98
12,121356,0,1,98
12,121358,0,1,98
12,121360,0,1,98
12,121365,0,1,98
12,121370,0,1,98
12,121371,0,1,98
12,121383,0,1,98
12,121384,0,1,98
12,121386,0,1,98
12,121386,0,2,98
12,121388,0,1,98
12,121389,0,1,98
12,121394,0,1,98
12,121394,0,2,98
12,121395,0,1,98
12,121405,0,1,98
12,121409,0,1,98
12,121411,0,1,98
12,121412,0,1,98
12,121414,0,1,98
12,121416,0,1,98
12,121430,0,1,98
12,121436,0,1,98
12,121440,0,1,98
12,121443,0,1,98
12,121448,0,1,98
12,121452,0,1,98
12,121454,0,1,98
12,121455,0,1,98
12,121457,0,1,98
12,121457,0,2,98
12,121463,0,1,98
12,121468,0,1,98
12,121471,0,1,98
12,121474,0,1,98
12,121476,0,1,98
12,121476,0,2,98
12,121477,0,1,98
12,121478,0,1,98
12,121480,0,1,98
12,121480,0,2,98
12,121481,0,1,98
12,121483,0,1,98
12,121484,0,1,98
12,121487,0,1,98
12,121493,0,1,98
12,121495,0,1,98
12,121506,0,1,98
12,121506,0,2,98
12,121506,0,3,98
12,121515,0,1,98
12,121520,0,1,98
12,121523,0,1,98
12,121525,0,1,98
12,121530,0,1,98
12,121534,0,1,98
12,121541,0,1,98
12,121549,0,1,98
12,121551,0,1,98
12,121552,0,1,98
12,121557,0,1,98
12,121559,0,1,98
12,121561,0,1,98
12,121562,0,1,98
12,121565,0,1,98
12,121566,0,1,98
12,121566,0,2,98
12,121576,0,1,98
12,121582,0,1,98
12,121583,0,1,98
12,121591,0,1,98
12,121592,0,1,98
12,121593,0,1,98
12,121594,0,1,99
12,121599,0,1,98
12,121603,0,1,98
12,121604,0,1,98
12,121607,0,1,98
12,121620,0,1,98
12,121622,0,1,98
12,121624,0,1,98
12,121628,0,1,98
12,121636,0,1,98
12,121637,0,1,98
12,121637,0,2,98
12,121639,0,1,98
12,121640,0,1,9
12,121642,0,1,98
12,121643,0,1,98
12,121646,0,1,98
12,121648,0,1,98
12,121651,0,1,98
12,121653,0,1,98
12,121655,0,1,98
12,121672,0,1,98
12,121677,0,1,98
12,121680,0,1,98
12,121684,0,1,98
12,121689,0,1,98
12,121692,0,1,98
12,121693,0,1,98
12,121701,0,1,98
12,121705,0,1,98
12,121706,0,1,98
12,121719,0,1,98
12,121722,0,1,98
12,121723,0,1,98
12,121724,0,1,98
12,121729,0,1,98
12,121735,0,1,98
12,121737,0,1,98
12,121753,0,1,98
12,121758,0,1,98
12,121759,0,1,98
12,121761,0,1,98
12,121763,0,1,98
12,121764,0,1,98
12,121767,0,1,98
12,121769,0,1,98
12,121772,0,1,98
12,121777,0,1,98
12,121778,0,1,98
12,121779,0,1,98
12,121780,0,1,98
12,121781,0,1,98
12,121783,0,1,98
12,121783,0,2,98
12,121786,0,1,98
12,121792,0,1,0
12,121794,0,1,98
12,121796,0,1,98
12,121802,0,1,98
12,121804,0,1,98
12,121805,0,1,98
12,121809,0,1,98
12,121811,0,1,98
12,121813,0,1,98
12,121814,0,1,98
12,121818,0,1,98
12,121820,0,1,98
12,121822,0,1,98
12,121823,0,1,98
12,121824,0,1,98
12,121824,0,2,98
12,121825,0,1,98
12,121827,0,1,98
12,121833,0,1,98
12,121838,0,1,98
12,121844,0,1,98
12,121848,0,1,98
12,121851,0,1,98
12,121852,0,1,98
12,121864,0,1,98
12,121867,0,1,98
12,121872,0,1,98
12,121876,0,1,98
12,121878,0,1,98
12,121884,0,1,98
12,121888,0,1,98
12,121897,0,1,98
12,121898,0,1,98
12,121906,0,1,98
12,121911,0,1,98
12,121918,0,1,98
12,121922,0,1,98
12,121923,0,1,98
12,121924,0,1,98
12,121924,0,2,98
12,121930,0,1,98
12,121933,0,1,98
12,121934,0,1,98
12,121935,0,1,98
12,121937,0,1,98
12,121938,0,1,98
12,121939,0,1,98
12,121941,0,1,98
12,121945,0,1,98
12,121945,0,2,98
12,121949,0,1,98
12,121955,0,1,98
12,121956,0,1,98
12,121964,0,1,98
12,121966,0,1,98
12,121967,0,1,98
12,121968,0,1,98
12,121969,0,1,98
12,121970,0,1,98
12,121971,0,1,98
12,121980,0,1,98
12,121984,0,1,98
12,121985,0,1,98
12,121986,0,1,98
12,121987,0,1,98
12,121990,0,1,98
12,121996,0,1,98
12,122008,0,1,98
12,122009,0,1,98
12,122012,0,1,98
12,122013,0,1,98
12,122014,0,1,98
12,122016,0,1,98
12,122018,0,1,98
12,122023,0,1,98
12,122023,0,2,98
12,122025,0,1,98
12,122027,0,1,98
12,122027,0,2,98
12,122029,0,1,98
12,122030,0,1,98
12,122030,0,2,98
12,122034,0,1,98
12,122038,0,1,98
12,122040,0,1,98
12,122047,0,1,98
12,122049,0,1,98
12,122049,0,2,98
12,122057,0,1,98
12,122065,0,1,98
12,122067,0,1,98
12,122072,0,1,98
12,122074,0,1,98
12,122074,0,2,98
12,122074,0,3,98
12,122077,0,1,98
12,122079,0,1,98
12,122080,0,1,98
12,122087,0,1,98
12,122089,0,1,98
12,122092,0,1,98
12,122099,0,1,98
12,122104,0,1,98
12,122106,0,1,98
12,122114,0,1,98
12,122117,0,1,98
12,122118,0,1,98
12,122126,0,1,98
12,122127,0,1,98
12,122141,0,1,98
12,122143,0,1,98
12,122144,0,1,98
12,122145,0,1,98
12,122147,0,1,98
12,122154,0,1,98
12,122158,0,1,98
12,122159,0,1,98
12,122162,0,1,98
12,122163,0,1,98
12,122164,0,1,98
12,122166,0,1,98
12,122168,0,1,98
12,122173,0,1,98
12,122182,0,1,98
12,122183,0,1,98
12,122189,0,1,98
12,122195,0,1,98
12,122198,0,1,98
12,122200,0,1,98
12,122203,0,1,98
12,122205,0,1,98
12,122207,0,1,98
12,122212,0,1,98
12,122213,0,1,98
12,122214,0,1,98
12,122216,0,1,98
12,122221,0,1,98
12,122224,0,1,98
12,122225,0,1,98
12,122226,0,1,98
12,122226,0,2,98
12,122229,0,1,98
12,122230,0,1,98
12,122233,0,1,98
12,122240,0,1,98
12,122241,0,1,98
12,122243,0,1,98
12,122245,0,1,98
12,122249,0,1,98
12,122254,0,1,98
12,122265,0,1,98
12,122267,0,1,98
12,122268,0,1,98
12,122270,0,1,98
12,122271,0,1,98
12,122273,0,1,98
12,122274,0,1,98
12,122279,0,1,98
12,122280,0,1,98
12,122282,0,1,98
12,122291,0,1,98
12,122292,0,1,98
12,122295,0,1,98
12,122296,0,1,98
12,122299,0,1,98
12,122304,0,1,98
12,122305,0,1,98
12,122310,0,1,98
12,122311,0,1,98
12,122313,0,1,98
12,122314,0,1,98
12,122322,0,1,98
12,122323,0,1,98
12,122324,0,1,98
12,122327,0,1,98
12,122328,0,1,98
13,130002,0,1,9
13,130010,0,1,98
13,130014,0,1,0
13,130017,0,1,98
13,130019,0,1,99
13,130023,0,1,0
13,130028,0,1,0
13,130028,0,2,0
13,130028,0,3,0
13,130035,0,1,9
13,130039,0,1,0
13,130040,0,1,99
13,130040,0,2,98
13,130052,0,1,99
13,130057,0,1,98
13,130062,0,1,0
13,130070,0,1,99
13,130073,0,1,98
13,130078,0,1,98
13,130087,0,1,98
13,130097,0,1,98
13,130101,0,1,99
13,130104,0,1,0
13,130108,0,1,0
13,130131,0,1,0
13,130131,0,2,0
13,130131,0,3,0
13,130135,0,1,99
13,130138,0,1,98
13,130141,0,1,98
13,130148,0,1,99
13,130152,0,1,99
13,130155,0,1,98
13,130165,0,1,98
13,130191,0,1,0
13,130194,0,1,98
13,130203,0,1,0
13,130205,0,1,0
13,130207,0,1,0
13,130212,0,1,99
13,130215,0,1,0
13,130218,0,1,98
13,130226,0,1,0
13,130229,0,1,98
13,130246,0,1,99
13,130247,0,1,98
13,130251,0,1,0
13,130253,0,1,0
13,130256,0,1,98
13,130271,0,1,99
13,130272,0,1,0
13,130273,0,1,98
13,130292,0,1,98
13,130295,0,1,99
13,130297,0,1,99
13,130303,0,1,0
13,130304,0,1,0
13,130308,0,1,98
13,130318,0,1,98
13,130334,0,1,0
13,130344,0,1,0
13,130348,0,1,0
13,130349,0,1,98
13,130356,0,1,98
13,130370,0,1,99
13,130389,0,1,0
13,130394,0,1,8
13,130396,0,1,99
13,130398,0,1,9
13,130405,0,1,0
13,130416,0,1,0
13,130417,0,1,99
13,130422,0,1,9
13,130424,0,1,99
13,130426,0,1,99
13,130434,0,1,99
13,130436,0,1,99
13,130440,0,1,98
13,130453,0,1,99
13,130454,0,1,0
13,130465,0,1,99
13,130468,0,1,99
13,130481,0,1,99
13,130497,0,1,98
13,130500,0,1,99
13,130505,0,1,98
13,130508,0,1,98
13,130509,0,1,98
13,130515,0,1,0
13,130519,0,1,99
13,130521,0,1,0
13,130524,0,1,0
13,130525,0,1,98
13,130532,0,1,99
13,130537,0,1,98
13,130547,0,1,99
13,130558,0,1,0
13,130565,0,1,0
13,130567,0,1,0
13,130573,0,1,99
13,130578,0,1,0
13,130581,0,1,98
13,130581,0,2,98
13,130595,0,1,98
13,130605,0,1,0
13,130609,0,1,98
13,130609,0,2,98
13,130629,0,1,98
13,130631,0,1,98
13,130637,0,1,0
13,130639,0,1,9
13,130645,0,1,9
13,130653,0,1,0
13,130661,0,1,98
13,130665,0,1,98
13,130667,0,1,98
13,130672,0,1,98
13,130679,0,1,0
13,130684,0,1,98
13,130684,0,2,98
13,130687,0,1,99
13,130688,0,1,0
13,130689,0,1,98
13,130690,0,1,98
13,130693,0,1,0
13,130705,0,1,98
13,130711,0,1,0
13,130718,0,1,99
13,130720,0,1,0
13,130721,0,1,99
13,130725,0,1,99
13,130726,0,1,9
13,130735,0,1,96
13,130740,0,1,9
13,130746,0,1,9
13,130747,0,1,99
13,130748,0,1,0
13,130749,0,1,0
13,130761,0,1,0
13,130770,0,1,0
13,130777,0,1,98
13,130783,0,1,98
13,130792,0,1,98
13,130798,0,1,0
13,130810,0,1,98
13,130814,0,1,98
13,130815,0,1,0
13,130823,0,1,0
13,130834,0,1,98
13,130834,0,2,98
13,130837,0,1,0
13,130842,0,1,0
13,130844,0,1,0
13,130850,0,1,99
13,130855,0,1,0
13,130856,0,1,0
13,130872,0,1,0
13,130877,0,1,99
13,130878,0,1,0
13,130881,0,1,98
13,130882,0,1,98
13,130887,0,1,98
13,130888,0,1,98
13,130895,0,1,98
13,130896,0,1,98
13,130898,0,1,0
13,130899,0,1,98
13,130899,0,2,98
13,130902,0,1,8
13,130904,0,1,0
13,130905,0,1,0
13,130911,0,1,99
13,130914,0,1,98
13,130916,0,1,0
13,130920,0,1,0
13,130921,0,1,98
13,130927,0,1,9
13,130929,0,1,0
13,130933,0,1,98
13,130936,0,1,0
13,130948,0,1,98
13,130951,0,1,98
13,130954,0,1,0
13,130960,0,1,98
13,130969,0,1,99
13,130970,0,1,98
13,130972,0,1,0
13,130974,0,1,98
13,130978,0,1,9
13,130979,0,1,0
13,130981,0,1,98
13,130985,0,1,98
13,130988,0,1,99
13,130989,0,1,0
13,130996,0,1,0
13,131004,0,1,98
13,131008,0,1,0
13,131009,0,1,98
13,131013,0,1,99
13,131021,0,1,99
13,131026,0,1,98
13,131029,0,1,98
13,131030,0,1,98
13,131037,0,1,99
13,131038,0,1,98
13,131039,0,1,98
13,131040,0,1,98
13,131044,0,1,99
13,131049,0,1,98
13,131054,0,1,99
13,131058,0,1,0
13,131065,0,1,98
13,131068,0,1,0
13,131071,0,1,0
13,131079,0,1,98
13,131080,0,1,99
15,150003,0,1,0
15,150004,0,1,0
15,150006,0,1,99
15,150013,0,1,0
15,150015,0,1,0
15,150018,0,1,0
15,150021,0,1,0
15,150023,0,1,0
15,150026,0,1,99
15,150027,0,1,0
15,150029,0,1,99
15,150033,0,1,0
15,150035,0,1,0
15,150041,0,1,0
15,150046,0,1,0
15,150047,0,1,98
15,150058,0,1,9
15,150059,0,1,98
15,150061,0,1,99
15,150062,0,1,99
15,150069,0,1,0
15,150075,0,1,0
15,150076,0,1,0
15,150080,0,1,0
15,150089,0,1,3
15,150094,0,1,99
15,150095,0,1,0
16,160005,0,1,9
16,160006,0,1,0
16,160009,0,1,0
16,160013,0,1,0
16,160044,0,1,9
16,160064,0,1,9
16,160100,0,1,9
16,160106,0,1,0
16,160116,0,1,0
16,160124,0,1,0
16,160139,0,1,9
16,160143,0,1,0
16,160144,0,1,9
16,160145,0,1,0
16,160147,0,1,0
16,160148,0,1,0
16,160172,0,1,0
16,160173,0,1,0
17,170002,0,1,0
17,170006,0,1,9
17,170010,0,1,0
17,170013,0,1,9
17,170014,0,1,9
17,170020,0,1,99
17,170021,0,1,99
17,170025,0,1,98
17,170027,0,1,99
17,170039,0,1,0
17,170039,0,2,98
17,170042,0,1,99
17,170063,0,1,99
17,170064,0,1,99
17,170064,0,2,99
17,170064,0,3,99
17,170064,0,4,99
17,170083,0,1,99
17,170093,0,1,0
17,170093,0,2,0
17,170093,0,3,0
17,170098,0,1,0
17,170098,0,2,99
17,170108,0,1,0
17,170113,0,1,0
17,170141,0,1,0
17,170142,0,1,0
17,170164,0,1,9
17,170168,0,1,99
17,170187,0,1,98
17,170195,0,1,0
17,170201,0,1,98
17,170205,0,1,9
17,170236,0,1,98
17,170237,0,1,99
17,170241,0,1,99
17,170245,0,1,96
17,170248,0,1,99
17,170248,0,2,99
17,170250,0,1,9
17,170256,0,1,9
17,170258,0,1,99
17,170261,0,1,98
17,170262,0,1,0
17,170273,0,1,0
17,170284,0,1,99
17,170292,0,1,99
17,170293,0,1,99
17,170293,0,2,99
17,170296,0,1,1
17,170302,0,1,0
17,170304,0,1,99
17,170305,0,1,9
17,170306,0,1,99
17,170313,0,1,99
17,170315,0,1,98
17,170322,0,1,0
17,170330,0,1,9
17,170331,0,1,0
17,170333,0,1,9
17,170337,0,1,9
17,170338,0,1,0
17,170342,0,1,98
17,170346,0,1,99
17,170353,0,1,99
17,170355,0,1,99
17,170356,0,1,98
17,170363,0,1,10
17,170364,0,1,0
17,170369,0,1,99
17,170370,0,1,98
17,170378,0,1,99
17,170389,0,1,98
17,170391,0,1,9
